username;score;total_count;salary;message;description
dr_evans_9003;20.0;97.1;;'''(Doloribus corporis enim) ; Totam perferendis nemo minima magni nobis and Voluptatibus tenetur''';'''Nostrum nulla corrupti labore: Inventore facere eos sint maxime in; Iusto tempora impedit'''
dr_patel_0430;19.0;88.1;66.2;'''(Id sunt reprehenderit) ; Cupiditate architecto and Dolores recusandae aut''';'''Note: Quod molestiae pariatur magni rem quaerat; then Eos harum occaecati fugiat voluptatum'''
charlie_lewis_6042;79.0;83.1;21.2;'''Culpa; Incidunt maiores ; Assumenda quos explicabo''';'''Quisquam tenetur fuga; Nesciunt quaerat quod Nulla at'''
julian_humphries_8820;2.0;55.1;32.2;'''Temporibus quibusdam; Molestiae dignissimos Amet aut''';'''(Quod neque) ; Dolor beatae and Rem'''
donald_reid_0193;86.0;29.1;87.2;'''Quas facere dolorem: Ratione provident; Eum vero nam ex''';'''(Nam eaque nihil totam) ; Aut modi and Veritatis placeat'''
richard_white_9606;25.0;83.1;86.2;'''Voluptates aperiam: Ad quas voluptates; Nemo''';'''Quidem ex delectus inventore: Officiis; Temporibus'''
iain_morris_6412;4.0;6.1;3.2;'''Reprehenderit consequatur alias; Soluta quos provident qui Quidem illo explicabo suscipit labore''';'''Iste; Maiores ; Excepturi'''
sarah_lloyd_0995;3.0;79.1;96.2;'''Note: Sapiente aliquid; then Tenetur ratione''';'''Nesciunt molestiae harum aspernatur: Esse laborum quas; Impedit'''
owen_smart_7450;7.0;74.1;91.2;'''Nemo numquam iste rerum: Natus voluptate facere eum; Et''';'''(Odio sapiente repudiandae) ; Corrupti impedit and Tempora autem'''
mr_cooper_4194;85.0;25.1;23.2;'''Ab repellat est dolore: Eius voluptas; Cumque''';'''Note: Aliquam repellat; then Sit sequi'''
helen_turner_2063;6.0;24.1;47.2;'''Est occaecati; Repellendus esse voluptate quia et Modi consectetur''';'''(Amet) ; Sit and Et blanditiis eos inventore'''
william_nicholson_3790;62.0;3.1;64.2;'''Note: Assumenda animi iusto; then Esse voluptatum veniam corrupti autem''';'''(Id ipsum) ; Labore architecto enim voluptate voluptates iure and A recusandae temporibus'''
samuel_johnson_6750;64.0;7.1;35.2;'''Iure quis dolor voluptate nostrum; Consequatur architecto delectus ; Praesentium doloremque voluptas rerum ad''';'''Voluptatum corporis quia quis iste ab; Magnam Voluptatibus sapiente illo consequatur'''
aimee_price_3144;43.0;26.1;36.2;'''Officiis: Iste ea dolorem; Necessitatibus''';'''(Non consequuntur labore dolorum) ; Tempora optio unde voluptatum perferendis rem and Aperiam quidem doloremque sed error'''
charlie_wilkinson_9482;12.0;1.1;38.2;'''(Nobis ipsa error accusantium facere at) ; In and Dolor perspiciatis''';'''Suscipit eum; Ea iure hic similique quos ; Blanditiis'''
carol_richards_4927;1.0;92.1;38.2;'''Note: Dolorem laudantium dolor corporis provident; then Tempore recusandae''';'''(Libero distinctio porro) ; Eligendi ex and Sequi nam repellendus'''
lindsey_hobbs_9917;100.0;32.1;83.2;'''Corrupti incidunt optio accusamus; Tenetur illo itaque sint et Praesentium''';'''Cupiditate ullam amet reprehenderit: Esse explicabo molestias doloribus; Voluptatum vero'''
anne_morley_8309;45.0;10.1;72.2;'''Nulla itaque incidunt voluptatum; Culpa dicta nulla in ; Voluptas sapiente molestias tempore''';'''Atque at doloremque itaque fugiat cupiditate; Ducimus repudiandae consectetur Natus voluptatibus'''
bethan_stephens_2010;15.0;77.1;72.2;'''Quas excepturi beatae porro; Voluptatum laborum omnis minima ; Exercitationem tempora reiciendis''';'''Quis eius voluptatum omnis dolores quas: Iste illum praesentium commodi; Asperiores soluta unde iusto'''
dr_carroll_1598;54.0;;62.2;'''Note: Atque ad; then Laboriosam cum cumque tempora''';'''(Illum quia) ; Voluptate nesciunt debitis and Voluptatibus tenetur earum facere'''
debra_kelly_1244;92.0;15.1;10.2;'''(Perferendis quia) ; Perferendis molestiae illum sint and Excepturi corrupti doloremque dolorem''';'''(Quam illo velit) ; Magnam and Quidem enim sit animi'''
jessica_howe_8860;93.0;37.1;2.2;'''Numquam porro quod; Neque sit porro inventore natus Natus praesentium''';'''Quo libero quos modi minus; In error ; Beatae consectetur odio nihil'''
megan_goddard_5803;10.0;5.1;6.2;'''Impedit suscipit soluta at; Aspernatur veritatis Perspiciatis neque porro vero facere''';'''Note: At ducimus repudiandae; then Nam accusantium'''
carl_law_4817;;22.1;57.2;'''Et; Architecto placeat nihil Harum pariatur laboriosam''';'''Dolor ea: Quae reiciendis culpa et; Blanditiis'''
ms_edwards_1727;4.0;49.1;41.2;'''Note: Temporibus; then Aliquam distinctio''';'''Saepe eveniet; Nemo porro soluta reiciendis quo Dolorum nemo'''
alice_sanderson_4819;83.0;14.1;20.2;'''(Amet nostrum distinctio) ; Eveniet nisi and Vel architecto''';'''Officia esse quas; Totam labore ; Laboriosam optio'''
christian_baker_4105;6.0;10.1;71.2;'''(Sed ratione laborum) ; Consequatur atque inventore qui and Debitis sint nihil molestiae''';'''Pariatur mollitia maxime; Tempora id sint cum ; Consequuntur praesentium nobis'''
