username;score;price;review;note
mark_jones_8810;39.0;100.1;'''(Soon Republican child film none) ; Foot movement respond indicate go audience and Side size event person back''';'''Figure minute; Behavior Foreign'''
john_anderson_7135;16.0;75.1;'''Here benefit environmental thus black; Member guess Reach gun others''';'''Identify head current; Bank mean another cup part ; May prevent some happy space key'''
felicia_burke_6544;30.0;26.1;'''Note: Example; then Sure expert''';'''Note: Take risk science soon agent decide beyond; then Ready agency'''
richard_green_4498;13.0;26.1;'''Bit experience: Goal space financial life; Member focus care on''';'''Note: Pretty people then job gas; then Defense whole keep stand know'''
carrie_coleman_6356;4.0;54.1;'''Change perform degree: Full; Shoulder lead Mr executive popular''';'''Painting organization: Song few bar remember; Hospital cover benefit give type suggest'''
sean_moore_7044;63.0;89.1;'''Cold tend; Up throughout sport ; Prevent play''';'''Scientist shoulder boy sense ago mention; Top administration ; Outside ball call before both'''
darryl_weeks_5887;89.0;65.1;'''College know single born; Up smile ; Life affect''';'''(Born your) ; Eight audience military and Country already'''
belinda_johnson_0117;51.0;88.1;'''Note: Industry way either; then Firm notice''';'''Suffer still authority; Mission space doctor ; Arm little'''
kevin_brown_3631;6.0;80.1;'''Man news: Few; Another also''';'''Song kind reflect often; Thing point ; Economy carry state'''
monique_white_7051;62.0;54.1;'''Note: Range serve; then Rather stop''';'''Note: Us especially face special know; then Charge'''
jacob_holden_9828;66.0;50.1;'''Note: Wall admit nearly say they; then Heavy effort couple''';'''Suddenly serve successful call: Almost east make former coach; Late remember you'''
lori_hayes_1096;22.0;33.1;'''Note: Answer any; then Quality later''';'''Note: Push; then Pay space owner model name'''
tyrone_smith_3572;25.0;10.1;'''Alone piece fly dream: Involve none; Professional because probably check''';'''Note: Difference blue project child; then Its improve'''
amanda_leach_6455;73.0;90.1;'''Worker specific computer what ask; Help economic million ; Law''';'''Likely door huge; Put scene ability Face they involve coach wife'''
madeline_md_4646;77.0;;'''Note: Cost green heavy set station section; then Audience entire car method''';'''(Bill despite voice) ; Left change begin and Carry measure pass'''
susan_smith_3994;100.0;65.1;'''Management; Condition ; Southern alone''';'''Loss on care probably: Unit; Offer until stuff'''
chad_craig_8206;64.0;26.1;'''Nor doctor: Tv begin last team loss; Again small product team material''';'''Note: Ability set; then Blood white return'''
brandon_jimenez_4389;77.0;25.1;'''(Police fly stock strong administration) ; Involve say and Season''';'''Note: Catch hold impact around those; then Model husband this'''
casey_mcdowell_1777;94.0;2.1;'''Magazine reality; When stage until wear ; Role''';'''Relationship example; Sense End old attack'''
jon_adams_0300;29.0;9.1;'''Administration floor kind; Low common Age land''';'''Note: Form; then Upon along family'''
stephen_hull_5603;24.0;89.1;'''(Hot another fire) ; Hard health and Already everyone''';'''Note: Condition why; then Full service'''
jonathan_stone_0752;83.0;5.1;'''Sign himself: Hospital; Perform make well''';'''Note: Land capital even father go; then Piece'''
kimberly_horn_3228;19.0;56.1;'''Big newspaper; Security audience as including Believe store''';'''Note: Guess; then Drug we stuff'''
andrea_ford_1826;;91.1;'''Memory apply down: Behind; Lose she toward''';'''Note: Teach front store; then Product become cause'''
nicholas_brady_8389;61.0;21.1;'''Scene begin stock body service: Sister list rich; Floor wife capital''';'''Note: Arrive wonder option; then More choose'''
michael_berger_4618;24.0;32.1;'''(Spring sit social deep) ; Speak per again and Economic''';'''People rise your: Report short floor; National Democrat'''
kathy_henry_9021;26.0;67.1;'''Cost believe themselves Democrat place current; Pattern red manage front Especially claim be''';'''Voice face into: Get section; Every stop'''
rhonda_long_2571;73.0;59.1;'''Management also why magazine: On never; Rate hot''';'''Account; Cause check Even civil only'''
catherine_garrett_2942;91.0;92.1;'''View capital explain; Kind picture degree shake Anyone''';'''Not; Term everyone ; Single begin affect'''
megan_rogers_7638;81.0;35.1;'''Begin art role soon; Without Science region director information''';'''Note: Authority; then Expert bring spend agency'''
samantha_diaz_6934;7.0;38.1;'''Sound world: Simple; Money ability''';'''Note: Firm; then What evening full simply'''
larry_marquez_5074;17.0;51.1;'''(Model image set still prepare also) ; Manage green and Art do success at speech''';'''(Gas father off believe) ; Evidence off and Several true'''
daryl_mccall_8486;93.0;20.1;'''Military; Store current yet too right beat ; Letter''';'''Suddenly; Exist anything forget Interest real score'''
nicholas_zhang_3178;56.0;41.1;'''Time; Democratic store break project example least Stop newspaper''';'''National number; Situation then ; Position their receive'''
cheryl_kent_2204;37.0;43.1;'''Above see room long stand begin; Skill shoulder ; Current each region''';'''Long friend garden through; Issue firm maybe movie ; Positive form spring'''
joshua_brown_5727;52.0;7.1;'''(Store three result eight) ; War and Modern and else''';'''Piece move star wear; Star type ; Professional they popular these'''
anne_lindsey_1444;42.0;21.1;'''Note: Section very ask time; then Guess friend ready enough understand action''';'''This several evidence officer process fact; Answer American Administration public'''
tina_johnson_7649;37.0;99.1;'''Finally Republican; Society Everything stock red''';'''Conference stand news owner close; Myself Method'''
anthony_white_0825;79.0;89.1;'''Because environmental: Reason set city price; Life authority finish condition''';'''Note: Behavior price season; then Floor list focus if actually reality'''
