username;score;total_count;note;remark
gemma_fox_2973;30.0;50.1;'''Note: Molestiae numquam dolor doloremque voluptas nulla; then Reiciendis quia explicabo minima''';'''(Nam id deleniti aliquid blanditiis) ; Amet ex omnis itaque quidem and Officia vitae ducimus'''
ms_gregory_4219;33.0;39.1;'''Quia: Facilis beatae; Rem ex''';'''(Temporibus occaecati) ; Ad and Tenetur ipsa itaque provident'''
paige_williamson_4441;25.0;2.1;'''Note: Aliquid harum inventore odio; then Maxime doloribus''';'''Beatae est doloremque consequatur eveniet: Voluptates sequi; Animi'''
jean_hayward_4303;51.0;80.1;'''Nisi dolorum: Nostrum consequatur nemo; Doloremque''';'''Necessitatibus at beatae eaque: Facilis est quos; Consequuntur maxime'''
sophie_stone_3006;17.0;70.1;'''Fuga veritatis voluptatem unde: Maxime unde blanditiis doloribus neque; Molestiae in harum''';'''Maiores sunt fuga; Quisquam assumenda ; Pariatur dolor'''
dr_webb_3560;64.0;72.1;'''Facere numquam tempora; Veniam Dignissimos harum quae''';'''Saepe quas veniam labore voluptatum minima; Quod at ; Nobis sapiente culpa quasi optio'''
rhys_payne_1726;7.0;55.1;'''Voluptas voluptatem harum; Aut minus ducimus Molestias dolore rem accusamus''';'''Soluta dignissimos: Aperiam nobis; Occaecati optio'''
abdul_jenkins_3688;1.0;21.1;'''Iure voluptatem; Saepe itaque qui Assumenda pariatur''';'''Note: Unde; then Quam cupiditate'''
maria_thompson_6797;27.0;17.1;'''Laboriosam illo accusantium sit; Doloribus reprehenderit sint neque inventore Aliquam deleniti''';'''Voluptate: Officiis quod magni illo; Repudiandae deleniti eligendi ab explicabo ad'''
dr_clarke_5001;32.0;68.1;'''Nesciunt corrupti maxime consequatur beatae: Quasi maxime accusamus necessitatibus; Temporibus corrupti''';'''Magnam: Fugiat expedita nulla cumque sequi reprehenderit; Quo officiis minima'''
jane_kent_5007;55.0;37.1;'''(Ad quaerat ut tempora) ; Debitis porro id and Placeat aliquid odio''';'''Note: Error explicabo; then Fugiat ullam ducimus'''
harriet_hammond_9786;93.0;96.1;'''Note: Deleniti doloribus dolore; then Molestias''';'''(Repudiandae dolores neque) ; Ullam omnis tempora provident ipsum and Optio'''
leah_farmer_7719;27.0;40.1;'''Note: Dolorem; then Quidem numquam doloremque quibusdam eum''';'''Aliquid iusto id dolore; Veniam dolores accusamus ; Accusantium voluptatibus dolore suscipit'''
melissa_carter_6906;19.0;49.1;'''(In fuga necessitatibus neque velit) ; Vero ut eaque incidunt and Laborum in''';'''Veniam pariatur voluptates; Omnis magni ; Illo magnam officiis'''
kim_bennett_1726;26.0;47.1;'''Note: Voluptate fuga magni; then Illum ipsa reprehenderit cum impedit''';'''Note: Molestiae expedita ducimus; then Quia perspiciatis repellat'''
marion_ali_0478;;;'''Note: Labore; then Totam quo''';'''Totam consequatur cum; Praesentium omnis earum aperiam ; Suscipit'''
richard_parker_3214;74.0;29.1;'''Necessitatibus: Quae quae magni natus; Necessitatibus cum''';'''Note: Sed explicabo; then Qui laudantium et eum minima'''
cheryl_smith_8084;43.0;40.1;'''Maxime commodi; Quos dolorem ; Repudiandae iste''';'''Nisi eaque alias; Libero iure doloremque aliquam Illum odio'''
georgia_brooks_6094;25.0;10.1;'''(Commodi est quae) ; A ipsa pariatur fugiat nesciunt soluta and Deleniti facilis''';'''(Aliquid corrupti tempore) ; Velit cum rerum debitis and Saepe suscipit magnam ut possimus'''
declan_pearce_2689;79.0;43.1;'''Vero expedita; Velit sapiente pariatur ; Pariatur illum nobis''';'''Quisquam omnis corporis officia doloribus; Magnam aliquam ipsum Dolor eaque ratione delectus'''
marian_simpson_3402;43.0;28.1;'''Quod eveniet: Cupiditate consequuntur; Quis perspiciatis ab''';'''Note: Reiciendis veritatis iusto dolorem; then Distinctio architecto'''
mr_foster_6609;5.0;47.1;'''(Possimus porro modi) ; Officiis incidunt a and Non at''';'''Explicabo unde; Id vitae Illo ipsa odio tempore nulla'''
dr_ward_0163;10.0;59.1;'''Consequatur officia laboriosam quod dignissimos; Quam autem eos dolorem Voluptate voluptates exercitationem''';'''Nostrum ut praesentium: Similique minima veniam fuga earum temporibus; Fugiat'''
rosie_adams_2854;44.0;21.1;'''Qui vero itaque; Adipisci iusto necessitatibus ut quam Iure deserunt dolorum''';'''Eos odit; Minus ; Quis fugit molestiae repudiandae'''
mrs_collins_2115;27.0;74.1;'''Note: Reiciendis dolorum; then Ut''';'''Quis consequuntur reiciendis accusantium sed consequatur; Occaecati dicta consectetur ipsam qui ; Magnam commodi natus'''
craig_glover_7800;44.0;100.1;'''Note: Sunt; then Inventore cum et''';'''Sunt nostrum labore deserunt; Est eos Blanditiis'''
mr_robinson_6615;20.0;55.1;'''Labore: Deserunt repudiandae; Error recusandae''';'''Note: Voluptatibus sed; then Iusto alias consequuntur'''
