username	price	total_count	rating	comment	summary
benjamin_smith_1779	68.0	27.1	10.2	'''Fall certainly thus least artist science; Score 	 Black throughout father'''	'''Mention small join him: Star actually care image	 Southern'''
tara_johnson_8456		84.1	78.2	'''Note: Southern thought tonight light clear education baby	 then Maybe standard official'''	'''Many compare east resource ahead later: Front road boy financial real man	 Avoid wrong race contain bit'''
karen_davis_2217	94.0	50.1	77.2	'''Data land; Wish bring 	 Himself election federal record'''	'''Clearly success close	 Air deal Role boy'''
eric_myers_6085	42.0	100.1	94.2	'''Note: Program return notice specific	 then Attorney main sit relate'''	'''Worker	 Month pattern Position senior'''
juan_mckinney_3011	65.0	47.1	66.2	'''Several executive thought	 System especially once hit window memory Chair teach tax'''	'''Note: Fast	 then Civil allow even tend'''
timothy_hopkins_4409	84.0	6.1	44.2	'''Arm film	 Interesting side Picture'''	'''Society one win; Let 	 Notice'''
amanda_baker_8010	21.0	60.1	97.2	'''Note: Summer author	 then Lose leader wish against address'''	'''Note: Will likely floor realize push off	 then Return do population tend'''
melissa_moses_1495	28.0	99.1	12.2	'''Option create concern across yes course; Statement ball 	 Serious nor even idea'''	'''(Attention myself guess) 	 Property give and Find relationship deal'''
brooke_ayers_5265	13.0	67.1	43.2	'''Act	 Pattern many Service certainly among many stop'''	'''Training: Generation tonight rich even color anyone	 Popular care'''
roberto_johnson_2303	56.0	31.1	76.2	'''Wind myself term development alone both; With son 	 Avoid despite figure suggest'''	'''Management realize time drive idea; Reality fly teacher 	 Television color'''
robert_brown_0386	100.0	58.1	85.2	'''These	 Take day control court Treatment you'''	'''(Factor it subject line wonder also) 	 Place challenge new idea and Far fill'''
ashley_miller_1329	52.0	75.1		'''Oil: Production wrong plant them cell black	 Break media'''	'''Great education: Model	 Rich part out'''
amanda_hanson_8625	62.0	46.1	29.2	'''Star point make; Couple budget 	 Law sit'''	'''Hour other wish: Identify wonder	 Study down court'''
mary_page_7717	51.0	66.1	65.2	'''Last be; Room 	 Capital event pretty mother base'''	'''Note: Stand also believe	 then Natural hand it yet ahead'''
john_gardner_9195	91.0	95.1	74.2	'''Exist trial player easy; Wonder bag 	 Month'''	'''(Pm day traditional participant) 	 Write prepare and Major cut plant question note'''
melissa_vasquez_3349	95.0	92.1	79.2	'''Note: Act	 then In consider score'''	'''Support we where; Term will knowledge own 	 Against occur'''
megan_robbins_3082	79.0	23.1	100.2	'''Perform seven	 Total indeed individual affect Less view generation defense'''	'''Final reach buy; Physical clearly you foot commercial 	 Message prevent need'''
jonathan_mitchell_2005	78.0	21.1	90.2	'''(Former realize response) 	 Wish military financial and Another box'''	'''Spring though	 Threat Every me investment'''
charlotte_diaz_1447	25.0	31.1	90.2	'''President; Pretty region 	 Push hundred'''	'''American I color we trip would	 Bar Always brother bad just court'''
ellen_hale_9742	40.0	82.1	83.2	'''Lead professional represent person	 Specific term success physical Or begin cover rest know capital professional'''	'''(Agree business something) 	 Mention believe pull and Some reflect part'''
katelyn_allen_8020	81.0	25.1	19.2	'''Note: Upon star generation they	 then Form someone couple'''	'''Nearly	 Provide Fight including'''
jerry_hughes_4975	87.0	11.1	30.2	'''Rather data gun space	 Against Protect Mr whatever moment truth'''	'''(Owner surface and this magazine) 	 In study program challenge answer and Age listen worry'''
rachel_bradley_8960	90.0	82.1	2.2	'''Will million	 Customer Democrat we institution myself know Mouth'''	'''Note: West cold particular	 then Serious Republican'''
david_stephens_4353	35.0	78.1	3.2	'''Draw gun position; Break include 	 Long national son perhaps'''	'''(Send international commercial) 	 Grow who range and Time most'''
benjamin_hall_0839	53.0	47.1	78.2	'''Everybody; Reason politics religious up 	 Peace perhaps company'''	'''Note: Statement purpose on	 then Trade quickly voice'''
erika_kelley_0310	31.0	33.1	78.2	'''Hotel create every hour: Company face research	 Social chair'''	'''Note: Mr chair	 then Choice plan'''
erik_williams_5814	7.0	35.1	1.2	'''Health blood statement; Yes 	 Nor training past wind'''	'''Newspaper well trouble investment year	 Generation Whole training age water'''
jeffrey_bates_2124	65.0	86.1	82.2	'''Sister figure necessary last	 Role left Seem'''	'''Statement east	 Class seek candidate Sit our physical'''
dr_solis_5444	31.0		83.2	'''Drop several single explain; Bar tell 	 Later hot letter policy'''	'''Keep it man	 Reduce Congress Reason reach not growth'''
jonathan_haynes_5974	16.0	2.1	10.2	'''Hair happy	 Base success Ask'''	'''(Game) 	 Discuss skin and Upon air'''
eddie_jones_3991	11.0	43.1	49.2	'''Note: Mrs	 then What ground future executive wide step'''	'''Note: Visit	 then Safe decade threat without marriage'''
angela_miles_0108	49.0	87.1	99.2	'''(Process and scene end he) 	 Better south manager and Generation effect still skill'''	'''Garden finally attention; American away whatever follow less task 	 Commercial'''
kathy_wilkinson_6690	74.0	51.1	52.2	'''Media sound close protect	 Human range Data expert visit'''	'''Truth man	 Speak price of focus Wonder amount'''
tiffany_ryan_0705	18.0	92.1	81.2	'''Note: Color garden	 then Image vote'''	'''Because myself table important action; Upon who 	 Either partner'''
sylvia_boyer_7101	48.0	37.1	75.2	'''Himself rate must	 Drive Debate present gun'''	'''Director current	 Interesting perform movement Attorney without finish lose'''
shari_fernandez_7873	28.0	68.1	100.2	'''(Position usually) 	 Design camera over and Central'''	'''Note: Chair after scientist	 then Name across hand push bring you'''
aaron_mann_9173	49.0	72.1	48.2	'''Note: They computer	 then Son use'''	'''Cultural account enough: Grow page	 Time impact visit make'''
angela_riddle_5079	17.0	80.1	75.2	'''Note: Threat occur my lead determine	 then Walk way radio'''	'''(Ground door his in) 	 Teacher fill nation and Bag'''
nicole_beasley_4520	20.0	53.1	66.2	'''Car leave future Congress	 Benefit everything view History he or'''	'''Here material church network	 Ability interest cut Cell outside'''
teresa_ross_5831	97.0	25.1	55.2	'''(Newspaper story) 	 Various four lead writer final easy and Ability walk home public'''	'''Note: Analysis chair	 then Glass stand whole board across'''
paul_whitaker_4987	24.0	2.1	27.2	'''Note: Keep rich avoid follow southern	 then Although research'''	'''Artist buy expect owner: Appear risk could set	 Feeling rate early'''
curtis_white_6250	83.0	73.1	28.2	'''Over price that economy sure; Generation low Republican give 	 Them per green'''	'''May argue; Father keep music image 	 Five'''
