username,age,review,note
mr_knight_1396,87.0,'''(Consequuntur vitae) , Cupiditate et maiores velit and Ipsum modi nam impedit''','''Rerum quae suscipit possimus: Quae esse omnis earum, Libero eos'''
joshua_taylor_4852,67.0,'''Consectetur; Illo , Nemo''','''Note: Quod, then Magnam impedit error pariatur'''
dominic_dobson_6490,89.0,'''Distinctio qui doloribus hic: Dignissimos ratione exercitationem labore asperiores veniam, Minima ut culpa''','''(Debitis eligendi) , Excepturi non sunt tenetur and Iste'''
dr_price_4711,72.0,'''Tempore, Soluta quaerat Consequuntur saepe numquam nisi eligendi''','''Autem, Nobis aperiam nihil Laborum veritatis'''
lesley_reed_1016,17.0,'''Temporibus aliquam vel; Possimus pariatur sed ratione , Voluptatum earum in tempora''','''(Reiciendis ea vitae sequi repellendus) , Quam voluptatibus eum and Temporibus cupiditate'''
karl_murphy_4892,84.0,'''Voluptatem; Alias iure distinctio molestiae sequi vero , Libero quo''','''Note: Dolor culpa cumque nesciunt fuga, then Dolor'''
norman_farrell_2073,68.0,'''Nam laudantium provident; Ab odit odit fugit sunt , Nesciunt est''','''Quos occaecati; Fugiat , Velit tempora consectetur repudiandae'''
dylan_chamberlain_5079,77.0,'''Vitae facere molestiae, Est reiciendis Voluptatum quos aliquam exercitationem iusto''','''Note: Provident inventore ab, then Deserunt sit in quasi'''
shannon_chadwick_9727,27.0,'''Note: Alias similique, then Sit eius''','''Veritatis odio; Nulla officia neque , Explicabo illo ullam unde ipsum quas'''
max_doyle_0965,81.0,'''Note: Deleniti quae enim, then Facilis cum molestias''','''Note: Explicabo repudiandae cum, then Atque atque animi alias quos quod'''
carly_turner_4045,67.0,'''Note: Velit vel, then Explicabo accusantium omnis''','''(Adipisci sint sit) , Commodi nisi accusantium quasi and Est corrupti'''
nicola_harrison_8473,60.0,'''Id quod at alias facilis repudiandae, Ut doloremque perferendis quidem optio sit Pariatur quos ipsam architecto''','''Impedit tenetur et; Optio suscipit , Praesentium aliquid mollitia veritatis reiciendis est'''
kim_ward_6053,,'''Debitis blanditiis tempora id: Illum accusamus, Officia nobis sapiente''','''Modi eveniet accusantium cumque iste; Totam at sint , Voluptates labore nihil ea'''
paul_bishop_9302,30.0,'''Blanditiis rem; Iste , Inventore''','''Eveniet assumenda alias laudantium voluptates quisquam; Architecto , Quis'''
mrs_white_9621,20.0,'''Note: Fuga doloribus inventore quibusdam, then Nesciunt impedit vero reiciendis''','''(Necessitatibus modi distinctio) , Ipsum in and Ipsa pariatur delectus eum assumenda aut'''
mr_fleming_9735,54.0,'''Consequatur exercitationem voluptatem magnam quos at enim: Maxime soluta quae itaque delectus sint, Nisi itaque provident''','''Dignissimos distinctio dolorem deserunt: Quae laboriosam, A molestiae magni qui'''
mr_edwards_0680,10.0,'''Qui voluptates; Atque odit dolor corporis sunt , Facilis dolorum laborum''','''Note: Ipsum libero quisquam, then Sunt'''
paul_davies_0769,72.0,'''Fugiat in; Ratione aliquam , Error unde reprehenderit''','''(Itaque eligendi ex magnam) , Est quia and Nulla sed iure'''
robert_jones_5251,97.0,'''Rem cupiditate, Ea animi commodi corrupti laudantium voluptate Ratione unde''','''Qui similique provident, Voluptate suscipit Aut explicabo'''
ms_gallagher_4515,60.0,'''(Voluptatum esse) , Cum and Rerum''','''In autem rerum porro veritatis optio: Nisi fugiat perspiciatis aliquid, Consequuntur autem quidem'''
tony_cole_5006,71.0,'''At accusamus velit suscipit: Aspernatur optio soluta commodi, Quisquam alias''','''(Repellat vero) , Deleniti hic and Enim eaque'''
helen_thomas_7101,7.0,'''Pariatur minus ipsa animi, Maxime debitis maiores aliquam Est maxime sit assumenda quasi tenetur''','''(Magnam natus nemo) , Necessitatibus and Ab natus fuga qui veritatis consequuntur'''
carol_collins_6773,24.0,'''Possimus corporis minima culpa illum ipsa: Sunt ad iure illum quis atque, Pariatur perferendis possimus sapiente''','''(Atque) , Fugit placeat possimus aperiam and Fugiat ullam aperiam perferendis dolores'''
mr_dobson_8666,61.0,'''(Molestiae laudantium tenetur) , Corrupti deleniti amet culpa ab unde and Tenetur deserunt blanditiis''','''Natus; Deserunt , Molestias atque'''
dr_rahman_6364,68.0,'''Pariatur fugiat quibusdam: Distinctio blanditiis ad, Et pariatur dignissimos''','''Molestiae iste provident maxime: Unde, Facilis deserunt'''
sylvia_heath_4602,28.0,'''Corporis ipsa ea animi: Quos pariatur, Praesentium''','''Note: Provident ea ipsa, then Earum voluptates natus cumque ullam'''
dr_graham_9560,78.0,'''Note: Animi dolorem sequi doloremque, then Quos alias deserunt sapiente''','''Nihil molestiae dolore eaque optio, Consectetur cumque soluta beatae Id dolor distinctio dolorum perferendis'''
alex_bradley_6471,54.0,'''Possimus: Rem blanditiis deserunt, Perferendis nobis reiciendis esse perspiciatis excepturi''','''(Rerum natus nulla) , Autem similique and Explicabo ducimus dolor'''
mr_barnett_9009,60.0,'''Cupiditate neque quisquam minus quod neque; Magnam perferendis ratione accusantium totam , Fugit expedita''','''Eaque itaque cum; Sed neque , Expedita quo architecto odit'''
ruth_henderson_0961,5.0,'''Note: Deserunt cum, then Voluptas nostrum''','''Note: Quaerat distinctio reprehenderit blanditiis necessitatibus, then Voluptatibus'''
nicole_smith_2309,31.0,'''Note: Ea repudiandae consequuntur ipsam perferendis, then Non quis quisquam a quisquam''','''Asperiores mollitia; Modi optio , Reiciendis cum odit corporis'''
dr_singh_8335,55.0,'''Iste quas hic voluptatibus, Mollitia voluptates impedit Consequuntur ducimus officia''','''Eum cupiditate, Odit amet sit Debitis dolores praesentium suscipit sit'''
jade_wright_9362,87.0,'''Delectus maxime excepturi: Explicabo dignissimos, Distinctio neque nam''','''Note: Perferendis deserunt officia, then Quo temporibus veritatis'''
patricia_norris_4800,44.0,'''(Itaque ipsum omnis a distinctio) , Ut commodi fugiat vitae atque and Distinctio pariatur''','''(Possimus soluta) , Deserunt ullam and Omnis vero beatae qui vel'''
