username;age;price;description
patrick_simmons_9693;44.0;17.1;'''Also receive; Federal ; Avoid rock'''
christopher_osborne_6496;25.0;99.1;'''(Medical) ; Already small letter and Share him'''
wendy_harrison_8556;25.0;39.1;'''Note: Training clear still; then Kitchen action'''
joseph_figueroa_6215;;30.1;'''Before prevent difficult push energy; Against difference ; None'''
abigail_davis_5801;43.0;53.1;'''Type dinner help activity: City natural; Majority take doctor step recent'''
kimberly_anderson_0984;91.0;62.1;'''Value phone fast; Door sing former low church Challenge board'''
matthew_todd_3752;43.0;22.1;'''Teach week probably debate road; Keep issue ; Front'''
dillon_taylor_5448;77.0;68.1;'''(Budget debate) ; Anyone sense film physical and Job ok stay'''
craig_rosales_0502;35.0;47.1;'''Direction difference fill site us: Plant best nice often center; East economy around'''
tricia_hines_1196;96.0;74.1;'''(Understand right see available) ; Environmental business floor and Century enter how success'''
richard_williamson_4867;48.0;;'''Near reveal theory hit; Stop Society not hold page'''
janet_gonzales_8175;33.0;38.1;'''Value how; Lead another foreign sister ; Social two'''
jack_berry_8785;52.0;91.1;'''Art four next; First business small agreement ; Event smile space'''
amanda_lopez_3913;43.0;5.1;'''Note: Beautiful need; then Statement'''
heather_grant_1631;94.0;56.1;'''Set total; Million political page white play Himself'''
travis_grant_7257;81.0;85.1;'''Note: Dinner specific capital message; then Decide kid'''
jordan_pham_6117;4.0;80.1;'''Set prevent: Control young area chair common; Economy image white'''
danny_hahn_6182;74.0;32.1;'''Now subject themselves bad; Fish organization fight ago Quickly world control than table skill'''
jeffery_johnson_3199;37.0;71.1;'''(Family) ; Quite white along across and Meet'''
karl_ortiz_4809;83.0;65.1;'''Lay language third; Recognize local ; Alone central begin'''
ashley_turner_1463;17.0;34.1;'''Note: Itself him; then Professor financial north'''
david_arnold_8941;50.0;53.1;'''Visit professional; College foot law piece message main ; Theory yet environment base'''
lisa_powell_0085;51.0;14.1;'''(House long theory) ; Direction sister and Stock back building'''
ryan_nichols_7287;98.0;29.1;'''(Lose last whole) ; Car from and Defense three turn specific these'''
megan_hartman_1168;64.0;47.1;'''Away; One knowledge she find dream most ; Western care'''
william_torres_8208;5.0;78.1;'''Player determine describe: Computer walk raise; Tell'''
cristina_reeves_8728;64.0;26.1;'''Anyone skill know economy: Foot film program space; Such themselves though top'''
stephanie_dds_1316;7.0;20.1;'''That bad turn; Down hospital ; Maintain wrong'''
stephen_gonzalez_3068;34.0;76.1;'''Note: Others where; then Democratic'''
nicholas_newton_3411;56.0;55.1;'''(Final) ; Network west and Generation economy'''
tina_jimenez_5123;19.0;89.1;'''Let whose: Lose boy word; When especially large'''
kimberly_zimmerman_4968;89.0;65.1;'''Summer change war; Budget bit just ; Special'''
