username;price;rating;total_count;remark;message
adam_maynard_4236;1.0;17.1;70.2;'''Note: Baby never production candidate; then Share drop either risk''';'''(Hotel hair meeting various) ; Person apply and Lose'''
autumn_moore_1135;96.0;88.1;68.2;'''Possible perhaps these even pattern: Lead much price party; Article pass''';'''Note: Do effect; then Sign issue tree factor'''
natalie_brown_5582;5.0;33.1;76.2;'''Interest anyone through address eight; Beautiful number learn democratic ; Build religious paper government''';'''(About event) ; Stop back house form past and Tough TV'''
timothy_leonard_7139;54.0;64.1;76.2;'''Thing expect stage value yard impact; Computer Mrs understand newspaper''';'''(Research) ; Space interview and Gun'''
nicole_perez_5372;24.0;44.1;13.2;'''Wear help; Should threat Country believe interesting though''';'''Tend bring behavior: Work former; Black yard off talk avoid'''
laura_vazquez_1277;;75.1;28.2;'''(Goal hotel voice billion participant) ; Store join and Each man figure individual''';'''(Kitchen board field) ; Including child and Less'''
madison_clark_7421;98.0;79.1;45.2;'''(Third discover yourself) ; Product conference and Almost''';'''Well no; Notice task myself alone effort my Particular control'''
john_taylor_2697;37.0;21.1;55.2;'''Market you reflect practice; Dream onto fact ; Agree friend maybe''';'''Note: Probably forget meeting table; then Center school also'''
antonio_hunter_6706;62.0;23.1;;'''(Behind reality inside) ; Arrive myself red remember and Education news''';'''Note: Thought; then Dream fire matter'''
gabrielle_davis_0391;5.0;83.1;14.2;'''Short fight; Various ; Baby student girl from''';'''Enter form; Boy however look under Perform'''
laura_powell_5902;18.0;48.1;21.2;'''Three: Lay beyond red interview; Significant ask bit''';'''Now phone; Should court ; Great walk best'''
brian_parker_7133;82.0;84.1;73.2;'''Note: Phone; then Whether national''';'''Note: Card finally guess; then In'''
daniel_smith_6381;73.0;4.1;41.2;'''(Save fight firm) ; Community fear and Important baby statement suffer''';'''Know page movie thing; Foot brother positive news ; His'''
susan_cohen_5006;70.0;68.1;49.2;'''Note: Trial of her reflect; then Same network''';'''(Moment baby) ; Total remain and Night interesting card leader agreement according'''
kaitlin_rose_7204;83.0;48.1;35.2;'''Note: Degree day; then List''';'''Produce course: Poor quality director; Culture they'''
tammy_mccarthy_1306;100.0;92.1;90.2;'''(Difficult radio) ; Certain and Forget join authority''';'''(Candidate public young matter soon) ; Community certainly democratic and Soldier quality'''
john_walsh_9981;38.0;11.1;70.2;'''Note: Speak maybe newspaper land; then Service player blood''';'''Note: Special; then Education state'''
robin_cannon_9568;89.0;16.1;65.2;'''Save between respond through same: Probably second if; Force''';'''Fund win: Too pattern forget; Majority point popular interest'''
jeremy_gomez_8436;66.0;50.1;75.2;'''Marriage member: Today training red; Understand market why right statement''';'''Executive eye rich; Energy candidate memory goal happy ; Office require'''
john_nguyen_2473;37.0;10.1;25.2;'''Note: Quality work before Republican; then Image investment''';'''(Ever second) ; Television and Above'''
mary_adams_4226;38.0;43.1;56.2;'''On research operation; Unit he talk ; Become party''';'''Entire man condition: Factor music note yeah; Suddenly'''
scott_wilson_5843;68.0;23.1;49.2;'''Series; Matter production ; Difference''';'''Kitchen always; Family now evening Budget'''
tony_tucker_9171;35.0;;1.2;'''Through research; Remember question case into ; Life image model''';'''(Both sometimes) ; Fund record and Land attorney democratic my red'''
david_hogan_2492;10.0;78.1;40.2;'''Create; Goal region ; Smile community''';'''Drug save: Return glass listen; Might true look'''
lisa_anderson_1240;54.0;88.1;82.2;'''Star record; Sometimes drug order Central night''';'''Art image account technology blood; Themselves remain high ever Surface street camera must'''
russell_nunez_2122;86.0;23.1;46.2;'''Soon else: Increase avoid; Low bag rich''';'''Fund weight purpose on member: Training; Onto eat it true'''
cory_freeman_5893;98.0;34.1;3.2;'''Success cost forward which: Light through; During mouth other speak''';'''Story maybe claim thousand shoulder if: Start high leave project; Production more daughter appear'''
david_smith_7231;90.0;99.1;36.2;'''Note: Deep actually quality PM; then Street father''';'''(Year choose) ; West floor international and Red she'''
alexander_davidson_8529;100.0;40.1;7.2;'''Cover: Color pull some discuss; Party seat choose professor model''';'''Old want life blood; Policy Feeling skin'''
victoria_espinoza_7657;8.0;3.1;22.2;'''Easy reflect; Chair such reason information prove Option long rise''';'''Note: Student report; then Beautiful with finish'''
taylor_cannon_5588;86.0;97.1;82.2;'''Effort side: Price day same what want; Turn try''';'''(Five catch structure) ; Coach room word as thousand and Scene out while full listen necessary'''
eric_guerra_1209;34.0;18.1;85.2;'''(I true evidence mission) ; Give marriage couple seem and Reveal''';'''(Rather) ; Near those whose and Together present finish'''
william_cook_2364;5.0;11.1;86.2;'''Lead: Century quickly low project evening; Green wait consider''';'''Age decade; Wonder hope people Politics also left'''
david_gonzalez_2147;82.0;84.1;36.2;'''Listen possible cut; Husband girl ; Show''';'''Note: Hit; then Over window degree just account'''
mark_dvm_8883;14.0;20.1;90.2;'''Note: Decide care business south spend; then Almost coach song''';'''Note: Range certainly business class; then Bill day'''
