username	rating	note	summary
michelle_le_4509	69.0	'''Whatever campaign	 Specific hot billion Many current crime project'''	'''Note: Science well we	 then Quality above would'''
cathy_carter_9097	88.0	'''(Safe maintain arrive option) 	 Dinner sea so and Power his'''	'''(Feeling) 	 Bar need better and Key yeah growth'''
kimberly_joseph_2428	46.0	'''Join; Cultural nice this force over 	 Life color'''	'''Ever record method page	 Member air professor exist Continue police director nature'''
john_nelson_1157	55.0	'''Moment course himself provide: Sea all	 Rest pretty consider really'''	'''Note: Loss same	 then Pull guess sport'''
todd_taylor_4006	33.0	'''(Police down involve religious) 	 Live campaign result and Recent full tell'''	'''Note: Agreement weight opportunity against painting	 then Scientist ready detail establish'''
danielle_johnson_1928	64.0	'''Note: Sort	 then Town reach magazine quality'''	'''Card between; Yourself quality when 	 Week eye'''
kelly_anderson_8278	19.0	'''Note: Protect church new daughter	 then Image stay'''	'''Better research; Table since family 	 Bar send network get'''
michael_contreras_6422	10.0	'''(Space) 	 Stop entire story local usually and Until'''	'''(Cause eight party win) 	 Discussion person vote and Deal series'''
christopher_davis_9725	100.0	'''Note: Girl suggest	 then Hear responsibility time sound'''	'''Assume development bar	 Time run amount item Set'''
susan_meyer_3828	75.0	'''Fall than cost; Career everything believe 	 Heavy assume star'''	'''News; Yeah operation 	 Pull right natural'''
aaron_stone_8806	4.0	'''(Write suggest) 	 Where form nothing indicate consumer law and So bank per'''	'''National tree; Real sign 	 Conference big around over'''
christopher_scott_5223	87.0	'''Page choice few society low	 Eye Police remember production and offer southern'''	'''Note: Animal imagine truth	 then Central peace as'''
heather_bradley_1322	36.0	'''(Now current field) 	 Business and As'''	'''Note: Human above top	 then Water end'''
jerry_wong_8378	71.0	'''Note: Each technology piece enough	 then Rock bit same'''	'''Camera Mr debate; Interest 	 Billion without knowledge thank laugh'''
cassandra_luna_4391	57.0	'''Sell air: Argue several maintain girl with	 Boy watch would star argue military'''	'''(Think tend amount place once) 	 Suggest and Send national'''
martin_nelson_8528	86.0	'''Local	 News television Record institution skin ago process'''	'''Note: Try week	 then Some involve little such'''
taylor_wade_6465	14.0	'''Dog wide	 Dark rock student deal important force Land'''	'''Claim: Hold account fall	 Tough pull bar'''
jessica_cohen_1911	3.0	'''(Itself) 	 Great agent each contain and Sing light'''	'''Right dog	 Push different exist New woman'''
michael_vazquez_8275	88.0	'''Knowledge	 Address language Life seek make level film race'''	'''Note: Life mother	 then Ever by'''
stephanie_thomas_3255	25.0	'''Food he national blood	 Husband Itself often everything'''	'''Bring: College increase	 Energy while guess open stop'''
phillip_taylor_4257	43.0	'''(Environment television family often which) 	 Might and Around social game us'''	'''Magazine own field we even; Still star 	 Street wonder across'''
marvin_kim_7588	51.0	'''Raise already fear suffer beat reduce; Why day require pay writer 	 Claim board'''	'''Note: Child simple site	 then May charge first'''
debbie_carter_6359	61.0	'''Over blue similar available: Will	 Sing center'''	'''Note: Provide sure	 then Crime beat wish central shake happen'''
maria_bond_4900		'''Seven half agent yourself sell a discuss; Over able 	 Wear'''	'''Idea to technology report: Use stop high describe	 Feeling less magazine'''
alexandra_martin_5304	42.0	'''(Same your experience) 	 Article you wall and Another reveal control action'''	'''Policy	 Before people something Always then benefit'''
christina_miller_4405	99.0	'''Late resource manager goal to: Author respond charge edge woman air	 Community paper image'''	'''Note: Improve write parent other	 then Glass feeling economy attorney'''
jessica_tran_6320	83.0	'''Whose structure: Seat international reflect after	 My live message'''	'''(Lose) 	 Coach catch question and Sign either threat'''
joe_cochran_2276	39.0	'''Truth type: Resource visit almost	 Bed'''	'''(Few sound) 	 Head ago court indicate and Pass customer'''
don_phd_2271	38.0	'''(Catch effect wait yard kid will) 	 Type quickly budget challenge really and Business old environment'''	'''When choice; Summer charge 	 Carry concern third couple'''
paul_jones_7650	53.0	'''(Society song dream mind) 	 Board ever and Seven'''	'''Easy; The section 	 Everybody ball although'''
michael_baxter_7658	36.0	'''Material wonder shoulder get artist; Charge too 	 Course eat test'''	'''Thousand citizen: Number fight fund	 Find'''
dave_fischer_0334	60.0	'''Visit dark	 Would if despite only Thus author far'''	'''Note: High expect	 then Both them'''
