username	price	total_count	age	comment	description
adam_greer_5625	2.0		50.2	'''Note: Step probably break	 then Industry section'''	'''(Short) 	 Throughout by and Value'''
allen_mullen_7891	46.0	72.1	30.2	'''Blood wife south human: Live total food	 President machine'''	'''Ok: Work live machine while size box	 Prevent heart new discussion'''
victoria_gay_1727	47.0	73.1	63.2	'''Nor; Page close decade price 	 Necessary man'''	'''Ahead effect figure: Rich performance	 What why environment thing loss treat'''
debra_marshall_0504	10.0	91.1	93.2	'''(Professor subject) 	 Employee social and Artist life'''	'''Billion anyone color	 Likely good Help eat'''
michael_morris_2079		61.1	27.2	'''Future than; Decide include various hope defense only 	 Technology wife message'''	'''Type	 Tonight ten Cup'''
christopher_brown_3762	18.0	76.1	57.2	'''Note: Matter show	 then Structure radio type'''	'''Safe see land only discover: Behind matter	 Parent stock mission other director'''
wanda_harris_1622	21.0	11.1	60.2	'''Note: Doctor them wonder	 then Song reflect little development television per'''	'''Must seat	 Song expect Show yard with do great worry'''
susan_lee_3430	68.0	7.1	65.2	'''Long prepare tonight continue late; Business myself drop guess black 	 Take'''	'''Part thus: Teach pretty down	 Thus parent war'''
dr_ortiz_7963	40.0	86.1	26.2	'''Remain tend sing	 Policy number expert what Miss speech by attorney box'''	'''Through prepare; Event all buy music 	 Middle'''
sandra_dickson_0688	74.0	78.1	39.2	'''Reveal nature term crime; Win tonight right 	 Financial often gas'''	'''Finally beautiful: Low throw	 Large'''
alison_dominguez_7353	83.0	67.1	18.2	'''Enter range detail suddenly	 Argue or oil hospital On policy each'''	'''Shake speech near; Ability character discuss yeah 	 Environmental no'''
chad_santos_1872	29.0	39.1	39.2	'''Something; Under forward 	 Although foot serious ago much'''	'''Note: Them	 then National market I'''
jacob_oliver_7403	4.0	78.1	61.2	'''Increase high last successful across: Head wonder it	 Explain arrive strategy'''	'''Key term school	 Establish media be Professor'''
mitchell_rogers_6600	13.0	86.1	30.2	'''Series today really	 Trip discuss send develop mean picture task College case'''	'''Note: Pattern particularly attorney best body bring	 then Kid you people'''
david_cisneros_0568	5.0	81.1	26.2	'''Ball baby education prepare; Return would player hair 	 If whole off foreign everyone'''	'''Heart beat doctor go wind: Major own consider know firm	 Language book'''
michael_green_1177	35.0	65.1		'''Yes	 Popular black teach Mrs choose Southern language role financial'''	'''(Environment sure) 	 Though party spend anyone never and Leave prepare herself let operation technology'''
jonathan_martin_2108	54.0	85.1	34.2	'''(Real live) 	 Movement bad particular and Hour big direction'''	'''Relate local yes inside: Late air prepare begin region	 Early weight chair'''
robert_jr_8847	48.0	7.1	36.2	'''Hard class determine value: Sort cause house	 Herself discussion mouth'''	'''Sit now respond; Food anyone throw 	 Network whole agreement over major'''
robert_jr_9259	55.0	64.1	28.2	'''(Yourself lay) 	 Throw up method sure and Pattern short young'''	'''Lead cultural bad head; Kitchen despite draw 	 Main hard certainly'''
laura_salazar_0181	69.0	99.1	78.2	'''Loss discussion spend	 Personal fire Hospital save'''	'''Early from late: Under news turn	 Score news relate view'''
katie_nguyen_7575	76.0	55.1	4.2	'''Strategy; Try grow return about spring born 	 Reason what moment public'''	'''Pattern heart	 Dog television other Before'''
david_jones_6609	22.0	80.1	81.2	'''Whether wear particular statement; Baby 	 Various four whole rule information'''	'''(Side forward threat bring) 	 Discussion and He record prevent yes'''
manuel_garza_3102	69.0	98.1	22.2	'''(Same choice thousand dinner) 	 To owner push and Lead discuss wall'''	'''(At account test) 	 Daughter find always education rather and Finish'''
kenneth_walker_6552	64.0	85.1	13.2	'''Note: Security million move	 then Ever operation'''	'''Trouble exist now glass; Education 	 Message professional term'''
micheal_carter_5543	44.0	89.1	31.2	'''(Wall remain but throughout late save) 	 I science continue western and Break leave'''	'''(Eat hospital) 	 Thank medical base deal establish example and Scientist stop'''
corey_marks_9347	95.0	65.1	97.2	'''Can create: Whom away	 Concern whom every bring rock of'''	'''Pretty lay: When suddenly	 Answer standard in'''
shawn_hoffman_8151	58.0	71.1	75.2	'''Quality heart; Out election wide 	 Person inside religious stay fill play'''	'''Campaign show for writer drive	 Term unit Since might stuff social'''
david_johnson_6405	41.0	36.1	93.2	'''(Any) 	 Executive determine and Huge'''	'''Myself stand	 Occur among Floor thank'''
debra_greene_9809	76.0	41.1	29.2	'''Note: Town operation	 then Leave safe'''	'''Language store offer continue itself	 Today certain difficult Rather knowledge once center near'''
abigail_harris_8902	28.0	8.1	55.2	'''Car story	 Thousand knowledge Our majority teach water me manage'''	'''Order: Standard interview	 Grow that force item'''
tracy_neal_5181	60.0	39.1	21.2	'''Data: Area rather left	 See'''	'''North fall life project: Until blue apply	 Hair'''
casey_hernandez_6638	35.0	48.1	61.2	'''(Table next floor operation former over) 	 Experience pull card worker individual and Old old'''	'''(Arrive develop) 	 Himself fight top and Blue go expect'''
