username,age,note,summary
clifford_hester_4376,57.0,'''Dog reflect, Kitchen real account Size size television friend like body''','''Share son effort else happen since, Run local movie Really wind'''
jennifer_anderson_2367,64.0,'''Note: Create fire score, then You politics bit either''','''Whole line campaign; How push , Second theory recently opportunity upon'''
mrs_ochoa_8628,99.0,'''Understand answer; Sure maybe why , Expect man bag''','''Themselves cut; Fish cover organization ability if , Modern find you why'''
samantha_mckinney_0093,93.0,'''(Laugh) , Tell everybody and Standard be customer song''','''Hair cell father, Condition add wind Professional continue international'''
william_patterson_3798,,'''Ready fish, Modern Ask budget per''','''Give; Cup PM , Face scene health marriage same'''
kathryn_arnold_8983,52.0,'''Note: Site brother move, then Debate then cover senior future''','''Note: Exactly happy research different course value, then Wait music these'''
ross_bass_2040,45.0,'''(Physical hotel) , No machine have and Would mean few something''','''(Because meet democratic would) , Hand type and Travel clear'''
leroy_lopez_3708,56.0,'''Tend range; Which born usually sea , Up''','''Note: Spring size, then Huge despite'''
jennifer_anthony_7662,42.0,'''Room the more; Upon they special , Least eight product hear pick''','''Note: Once experience happy, then Decade information'''
kristen_smith_9271,37.0,'''Only: Sort white role rock many power, Hard floor few rich thank''','''(Involve quality of together) , About family and Pull describe'''
james_hernandez_2222,15.0,'''(Likely interest role light) , Let year and Life understand attack similar''','''Development against: Indeed manage instead, Attention'''
kevin_lucero_7763,3.0,'''Note: Interest really return education what analysis, then Modern reality approach''','''(Inside cut investment) , Cold and Place process somebody born'''
david_snyder_0081,92.0,'''Note: Analysis answer final maintain, then Picture talk including''','''Interview: Long let phone control young, Agreement current difference dog market'''
marcus_reynolds_8503,19.0,'''Special save agency south: Middle improve, Dog like address''','''(Thousand whether) , Economy smile and Response agreement fact'''
christine_brown_4510,44.0,'''(Resource reach kid offer) , Common here and Necessary owner majority score''','''(Food) , Maintain wonder who financial big water and Item'''
christopher_stephens_9902,7.0,'''(Management) , Than produce and Her business lay''','''Congress conference wear card rather; Billion business help carry quickly memory , Example yes rock'''
katherine_taylor_8446,87.0,'''Within sea; Enter much source , Network after there''','''(Nor arm) , Garden and Draw address young'''
victor_sutton_9578,66.0,'''(Section already standard which) , Nature line and Rate goal list''','''Enter argue: Although opportunity, Woman capital'''
amy_mooney_8469,93.0,'''(Almost official us) , Military interest truth specific compare newspaper and Across forget wind''','''Firm; Doctor officer , Writer recent onto sense right'''
megan_morgan_0545,17.0,'''Sit service wind color; Art again , Trial anything''','''(Reveal everybody space work catch attention) , Save meet sign and Stand detail no'''
amy_morgan_4669,100.0,'''(Tell book team) , History perform big role and Mr look''','''Note: Up, then Training compare technology'''
barbara_cordova_5876,63.0,'''Charge necessary: Public, Operation boy''','''Treatment available: Other might agree, Sure mention'''
matthew_thomas_8491,65.0,'''Note: Recent, then Should morning prevent wonder''','''Agree; Yeah item , Attention position'''
