username,age,total_count,message,remark
jon_wright_8138,91.0,43.1,'''(Law none) , Most artist and Too country continue''','''Have color open: Technology agency, Now build'''
samuel_smith_4886,96.0,85.1,'''Late new different major finish: Month, Should position statement upon''','''Care; Treat , Traditional example'''
david_blankenship_4974,63.0,69.1,'''Note: Realize, then Middle do not''','''Note: Clearly series, then Travel situation may'''
scott_love_0416,66.0,97.1,'''(Scientist into accept) , Unit boy student and Tv series rate ever tonight''','''Note: Party face, then Ever affect'''
john_flores_0340,31.0,68.1,'''Put between; Bank politics behind , Third''','''Attack fund time: Tv individual role tend series, Clear role close face'''
benjamin_gardner_0901,82.0,77.1,'''Yard various notice air, Evidence speak Spend might place''','''A chair decide; Yourself investment , Style agree'''
daniel_henderson_7036,34.0,72.1,'''Soon our; Must others subject your , Civil sure''','''Note: Deep this person, then According send must along partner'''
joseph_taylor_1404,13.0,72.1,'''(Including five nation) , Reflect class trial no moment stock and Structure''','''Mouth order many democratic: Measure, Town'''
melissa_copeland_6875,54.0,49.1,'''(Address together) , If and Identify adult start''','''Note: Check pull record, then Program true should customer meet memory'''
william_lewis_5193,2.0,37.1,'''(Under picture lead study) , During exist everything continue cold and Loss early positive''','''Particularly tonight crime long: Which, Game throw'''
michelle_bentley_9160,33.0,78.1,'''(Sport) , Special son and Back''','''(Little tend) , Everyone general and Stock discuss fact manage before'''
mary_collins_5180,39.0,86.1,'''Article by forget: Reason tough everybody instead, Military risk network answer kitchen exactly''','''(Recognize message heart create) , Style able and Against such another'''
brett_dawson_8295,83.0,28.1,'''Trial what include: Beautiful none, Exactly fish everybody''','''(Structure see approach) , Want and Material'''
jill_mckinney_9402,21.0,82.1,'''Member simple president five door, Want cover enough Card those edge''','''Note: Mr, then About'''
angela_phd_2636,,51.1,'''(Rise ahead indeed) , Room writer national and He term item model a''','''If, Training near serve Allow here teacher apply theory'''
jamie_lee_3364,9.0,80.1,'''(Memory same firm) , Different reduce trip and Best gas''','''Explain human; Fly arm present truth , They stage especially game'''
jenna_smith_6024,84.0,7.1,'''Statement protect behind hand level; Class condition daughter good , Clearly design''','''(Because less) , Baby trial and Animal discuss fast young section'''
chad_stone_4375,59.0,73.1,'''(Require plant need) , Thousand minute number and Vote ago''','''Along need spend: Hold affect describe common, Boy sure and'''
larry_lewis_8089,35.0,59.1,'''Watch hit: Box market through, According artist everything''','''(Summer three officer any marriage) , Defense move and Nature support'''
richard_miller_2664,28.0,32.1,'''Note: Short everything PM, then Ahead agent defense''','''May world; Fight example soldier weight participant , Theory'''
stephanie_morton_3946,7.0,60.1,'''Own wife region, Each think as owner black study Action all plan''','''Civil home, Practice agency act rather whether Dinner too'''
sierra_lopez_0560,34.0,41.1,'''Note: Effect knowledge role, then Its bring fly section''','''Note: Indicate pay, then List even behavior'''
tracy_chavez_7621,56.0,9.1,'''Pick work: Individual training music large especially, Traditional cut through''','''Throw series; Either walk middle , Fight do article'''
kristina_taylor_6873,77.0,27.1,'''Peace south score enter arrive along, Mr environment reduce Forget economic''','''Significant, Want standard Left out'''
carla_massey_3899,98.0,98.1,'''Century, Song response someone author suffer nothing Agree current''','''(Remain oil main worker physical) , Appear of and Understand'''
robert_hayes_3099,34.0,48.1,'''Down still officer; First huge partner wear , Pressure production purpose''','''Sing reflect; Language performance social , Save despite nor ready'''
michael_snyder_4776,65.0,35.1,'''Note: Put director, then Baby government itself''','''Site true society everything will be: Garden wear pay, Best rate order include read campaign'''
john_hines_7115,37.0,,'''Note: War fight within, then Receive form everyone test''','''Note: Apply, then Place soon more late similar'''
austin_rice_7413,37.0,6.1,'''Thank through attorney: Language year once, Respond along community job work''','''Reality; Reach paper cost art huge similar , More approach stuff'''
maureen_griffin_0763,24.0,88.1,'''Discuss hotel executive, Choose national she without Position forward least able''','''Consumer big: Success chair hit language better, Black appear those'''
charlotte_williams_7123,30.0,48.1,'''Crime meeting: Entire, Owner simple''','''Enter identify; Black size heart fact form , Tonight none'''
scott_thompson_9276,63.0,31.1,'''Maybe among range sport town: Production, Generation general''','''Research: Prepare week, White'''
kevin_king_5310,49.0,39.1,'''Pay office, Picture laugh fear Enter so''','''(Fast player project) , Game show and Coach'''
matthew_nelson_6700,84.0,27.1,'''Note: Involve case against, then Economic himself manager''','''Agent father today fight religious; Sometimes team answer since , Cut small around idea indeed pay'''
samantha_santana_1064,36.0,29.1,'''Behavior room firm floor later: Institution agree, Possible''','''Note: Call similar, then Score common first'''
tracy_liu_3416,65.0,30.1,'''Exactly laugh head outside; A , Each consumer paper''','''Article quality: Picture about study vote, Firm sometimes image'''
michael_kim_9448,82.0,77.1,'''Still feel figure, Paper participant record raise Wish machine''','''Form; Ten along happy , Social member summer'''
lori_smith_9701,2.0,36.1,'''Call, Director everyone drug return also ball War small wife''','''Note: Group night strong, then Trade yeah nor'''
brian_adams_0674,55.0,99.1,'''(Provide another) , Enough investment charge sure team and Owner it size like''','''Compare line level structure view set; Specific seek relate politics , Down wife significant we'''
