username;rating;price;note;summary
dylan_singh_3220;23.0;73.1;'''Quaerat assumenda: Neque vero voluptatem; Ullam minima''';'''Note: Dolorum quasi repellendus; then Similique veniam illum'''
derek_jones_3215;62.0;32.1;'''Aliquid ad rem officiis; Suscipit sapiente cumque numquam accusantium ; Architecto reprehenderit illum unde''';'''Sequi exercitationem; Repellendus ; Aliquid atque sapiente veritatis asperiores'''
leah_wilkinson_9310;43.0;88.1;'''(Aspernatur inventore nihil modi) ; Neque minima iure and Ipsa vel explicabo''';'''Note: Error ea; then Suscipit'''
susan_higgins_2368;9.0;20.1;'''(Facere illo aut amet) ; Quidem aliquam ipsam soluta tempore and Vel cumque magnam deleniti ex''';'''Note: Iste corrupti repellat commodi ea; then Cumque eaque'''
dr_jones_4173;19.0;57.1;'''(Architecto exercitationem) ; Aliquid labore esse doloribus natus tempora and A quam''';'''Note: Dolores sint eaque; then Deleniti eum quo fugit accusantium'''
antony_cole_2744;;13.1;'''Officia cum rem; Odio repellat labore vitae id ; Voluptatum pariatur voluptatibus''';'''Natus maxime rerum eveniet; Expedita ; Illum cum excepturi cumque rem aperiam'''
clare_hill_8746;13.0;58.1;'''Dolore maiores incidunt: Temporibus beatae; Cumque cupiditate aperiam nostrum''';'''Esse ipsam odit voluptatem; Est itaque Error repellat'''
suzanne_jones_3634;7.0;71.1;'''Molestiae blanditiis: Mollitia tenetur libero; Amet reiciendis eveniet''';'''Note: Quos totam saepe iure; then Repudiandae laborum'''
cheryl_hargreaves_1234;35.0;99.1;'''(Placeat doloremque accusamus reprehenderit ea) ; Labore ut provident ipsum eius and Quibusdam esse''';'''Note: Quia quos; then Impedit veritatis culpa praesentium ipsam'''
russell_green_5559;35.0;81.1;'''Nesciunt deserunt neque; Exercitationem Ea illum est''';'''Ratione iusto numquam: Enim libero excepturi commodi error; Minima optio'''
andrew_reid_5867;96.0;24.1;'''Vitae odit sapiente; Soluta qui dolorem numquam eveniet natus ; Officia quia''';'''(Odit odit id odit qui eius) ; Accusantium dolorum commodi and Vero nesciunt officia facilis asperiores'''
craig_smith_9972;52.0;12.1;'''Note: Rerum nulla veniam; then Atque consectetur''';'''Ad; Aliquid quaerat voluptate quidem ; Nihil quidem'''
louise_kennedy_4278;46.0;24.1;'''Perferendis illo ex; Magnam ; Porro voluptas recusandae''';'''Note: Occaecati quidem exercitationem; then Quod rerum quidem laboriosam a'''
connor_tucker_4415;82.0;85.1;'''(Quis perspiciatis) ; Qui optio praesentium and Laboriosam doloremque laboriosam''';'''Nam alias; Tenetur totam ; Totam placeat illo impedit nulla'''
bryan_carter_2370;86.0;;'''Quia voluptas iusto; Ab amet ; Totam sed corporis''';'''Distinctio officia: Neque laborum; Natus ut adipisci'''
bethany_white_5965;10.0;58.1;'''Iste eveniet provident; Nulla deleniti Maxime placeat dolorum quas''';'''Qui distinctio ipsum eligendi eum; Eum vero suscipit Perferendis accusantium omnis'''
arthur_pritchard_4730;20.0;91.1;'''Molestiae nulla ratione: Praesentium necessitatibus voluptatum itaque; Amet consectetur''';'''Accusantium nesciunt: Autem porro; Dolores impedit officia'''
janice_gibson_2444;62.0;28.1;'''Alias dolorum: Velit; Cumque eos''';'''Libero modi sint repellat maiores: Alias neque; Velit esse iusto in voluptatibus'''
david_talbot_4028;73.0;14.1;'''Laboriosam iure necessitatibus voluptatem omnis; Sed Consequuntur''';'''(Voluptatum perferendis) ; Veniam unde dolorem repudiandae and Soluta esse provident'''
henry_stevenson_4403;42.0;99.1;'''Note: Ut; then Hic est quasi''';'''(Minima) ; Est ea dignissimos autem and Quibusdam temporibus animi mollitia placeat'''
julie_henry_9891;88.0;49.1;'''(Architecto praesentium nihil) ; Laudantium praesentium corrupti and Eveniet consequuntur ipsa inventore''';'''Repellendus voluptates; Aut ut nihil recusandae voluptatibus impedit ; Cupiditate'''
ellie_kerr_8295;90.0;53.1;'''Ab; Incidunt consequatur delectus deserunt ; In doloremque sequi ipsum''';'''(Dolor) ; Blanditiis minima ratione tenetur ut and Officiis quia neque'''
jayne_mitchell_8472;46.0;63.1;'''(Optio ab vel) ; Aliquam nisi aliquid and Adipisci''';'''Note: Voluptates sequi dolore iusto doloremque; then Saepe possimus'''
pamela_quinn_0696;98.0;68.1;'''Vel ex; Nulla iusto pariatur Aut ex asperiores''';'''Sunt soluta: Dolores omnis voluptates maiores perspiciatis; Rerum rem architecto magni earum ad'''
dr_martin_7454;51.0;84.1;'''Quisquam nulla quo; Consequatur possimus adipisci Optio nesciunt sit''';'''Magni adipisci nisi aliquam: Quae amet vitae sed; Debitis culpa sequi illo'''
amy_kirk_7823;91.0;57.1;'''Repellendus; Tempore ut esse ; Perferendis temporibus ex occaecati tenetur''';'''At cumque ea sit: Quis; Sunt ab cupiditate voluptatibus'''
mrs_bailey_4991;79.0;87.1;'''Note: Ab; then Amet''';'''(Rem quia assumenda amet) ; Assumenda voluptatibus vero and Assumenda nemo quae'''
adam_cooper_5054;65.0;53.1;'''Note: Ipsum itaque totam quos molestiae; then Culpa facere ipsam''';'''Aut; Iste quidem pariatur ; Numquam aspernatur'''
carly_roberts_7345;80.0;94.1;'''(Asperiores corrupti repellat dolor) ; Consequuntur ex architecto numquam and Ipsam''';'''Eos adipisci velit; Necessitatibus repudiandae tempora distinctio tempora vel ; Laudantium neque dolor a'''
dr_bibi_9776;94.0;92.1;'''Note: Facere consequuntur; then Delectus tempora et''';'''Numquam voluptatibus iure; Velit Laudantium dolorem qui impedit'''
