username,total_count,age,rating,review,comment
kim_smith_3472,83.0,89.1,35.2,'''Assumenda quos vitae recusandae deleniti, Earum Ea optio aut sint nesciunt''','''Vero optio quia vero: Quae alias, Laudantium molestias hic'''
mr_webb_3612,36.0,2.1,69.2,'''Eaque deserunt minus magnam ratione, Ratione sapiente qui officiis Voluptatem aperiam impedit''','''Fugiat, Illo suscipit accusantium minus voluptatibus deserunt Iste porro illum adipisci'''
mrs_dunn_2894,97.0,95.1,80.2,'''Optio ratione dolores; Unde aperiam officiis est voluptatem , Error''','''Iure quos fugiat; Ut cupiditate cum , Pariatur odio ex laboriosam suscipit minus'''
elliot_allen_6042,49.0,22.1,2.2,'''(Odio in similique exercitationem) , Corrupti optio quos amet and Recusandae alias''','''Note: Commodi nulla, then Autem alias ad'''
ms_houghton_2593,33.0,58.1,43.2,'''Mollitia quod; A , Maxime perferendis enim dolores ratione''','''Sed incidunt molestias; Fuga fugit aperiam cumque labore nemo , Excepturi reprehenderit consectetur et ipsa iste'''
christopher_burgess_2106,18.0,18.1,4.2,'''(Alias sequi provident blanditiis id corrupti) , Voluptatem nisi inventore dignissimos maiores and Molestiae ea officiis''','''Note: Porro sed, then Quae'''
mr_bell_9720,58.0,60.1,5.2,'''Modi: Voluptate dolorum, Accusantium''','''Repellat officiis fugit nam, Itaque vel ab Minima voluptatum consectetur provident temporibus eligendi'''
albert_harding_4965,39.0,49.1,11.2,'''Exercitationem voluptatem perferendis ipsa: Maxime, At debitis voluptatibus''','''Expedita fugit facere veniam voluptates, Ex id ratione Dignissimos explicabo'''
tina_cook_0794,9.0,43.1,5.2,'''Earum quis quidem totam, Eum atque similique ad repudiandae Assumenda''','''(Velit fuga vero rem) , Cum natus voluptas and A ducimus laboriosam'''
jack_roberts_7751,70.0,31.1,,'''(Cum fugiat soluta doloremque dolores distinctio) , Nostrum pariatur repudiandae and Error''','''(Recusandae reprehenderit) , At eius quis and Officia ex ea'''
toby_elliott_7735,73.0,15.1,31.2,'''Voluptatibus; Suscipit , Vel error''','''Quia recusandae, Quasi Laudantium eius distinctio'''
miss_pugh_7090,,58.1,59.2,'''Quod ipsam, Ducimus Recusandae voluptatum''','''Rerum voluptas odit, Cumque magni a Eos debitis consequuntur'''
megan_perry_3880,96.0,99.1,71.2,'''(Deleniti autem dolor magni molestias) , Optio laboriosam harum perferendis deserunt fugit and Quam eligendi aliquid''','''Tempora; Tempora cupiditate , Eligendi nisi'''
cheryl_kerr_4145,33.0,,73.2,'''(Sunt aut neque tenetur) , Architecto and Ipsum repellat''','''Optio consequatur magnam odio exercitationem: Qui quia, Ea alias'''
albert_brookes_7413,95.0,28.1,23.2,'''Non nam: Perspiciatis sit blanditiis fugiat facere, Illo dolores impedit ratione''','''(Accusamus deserunt tempora ex optio) , Molestiae sunt and Cupiditate'''
mrs_browne_6364,34.0,42.1,67.2,'''Blanditiis in occaecati iste, Mollitia provident sunt ratione tempora quos Fuga''','''Note: Sint recusandae, then Alias at a sed'''
douglas_dale_7560,67.0,54.1,92.2,'''Ab illo; Libero assumenda , Consequuntur''','''Numquam earum distinctio veritatis exercitationem, Sint corporis eaque esse nulla Ad'''
sheila_bennett_2991,17.0,6.1,11.2,'''Note: Dignissimos reiciendis perspiciatis vel, then Possimus itaque omnis architecto''','''Perferendis a excepturi repellat, Placeat molestias dicta cum sunt Optio tenetur eaque iste'''
shannon_thompson_8687,47.0,74.1,26.2,'''Atque odit: Consequuntur doloremque consectetur nam, Reiciendis nostrum''','''Note: Earum quasi eligendi, then Maiores laudantium consectetur sit magni nesciunt'''
robin_morris_5841,71.0,1.1,57.2,'''Necessitatibus: Corporis, Vero animi fugiat''','''Note: Veniam quas, then Perspiciatis cum'''
jordan_young_9035,96.0,8.1,91.2,'''Odit aspernatur; Illum nostrum neque suscipit corporis , Repudiandae exercitationem''','''Quam ducimus, Sint explicabo architecto Saepe beatae mollitia laborum excepturi'''
maria_turnbull_1312,53.0,93.1,56.2,'''Minima laborum, Ipsa sunt corporis Mollitia nisi eaque''','''Iure voluptatibus odit nihil alias: Mollitia neque quam non aliquid, Dolorem nam'''
ann_jones_3042,65.0,29.1,81.2,'''Totam porro delectus optio amet; Rem nobis , Modi''','''Quidem excepturi, Nihil reprehenderit quaerat Autem maiores aliquam'''
