username,total_count,price,review,message
rosemary_dawson_2952,98.0,78.1,'''Dolore provident; Tenetur doloremque aut , Eius nemo nesciunt velit''','''(Cupiditate) , Odio magni and Ducimus consequuntur sapiente incidunt sapiente'''
jodie_robinson_2098,82.0,90.1,'''Delectus vero commodi officiis: Sunt facilis vitae doloribus dolorem, Culpa perferendis delectus''','''Occaecati modi sequi: Temporibus delectus non quidem accusamus, Iusto'''
gerald_woods_3570,91.0,79.1,'''Corrupti facilis illum quasi assumenda: Provident eius dignissimos consequatur maiores, Quasi numquam sed quas''','''Harum cupiditate; Possimus , Laudantium aut'''
mr_dawson_1475,8.0,54.1,'''Debitis nostrum veritatis, Unde quibusdam Animi aliquam''','''Exercitationem error dolorem; Eligendi voluptate , Ab quis voluptatem voluptatibus'''
mr_cooper_0921,20.0,85.1,'''Note: Quaerat magni placeat iusto, then Perspiciatis reprehenderit nesciunt porro''','''Quia quaerat tenetur, Adipisci modi Fugiat dolores numquam'''
valerie_hawkins_1221,1.0,51.1,'''Libero itaque, Dolor Libero eligendi''','''(Sapiente rem id ducimus) , Quae and Magni distinctio enim expedita blanditiis'''
alan_patterson_1598,5.0,66.1,'''Maxime iure cupiditate laborum, Explicabo vitae est distinctio Illum ipsa debitis asperiores''','''Nam nesciunt, Magnam nobis voluptates esse Cum rem sunt accusamus'''
craig_carter_7498,83.0,29.1,'''(Consectetur) , Consequatur totam voluptatum quisquam and Ab''','''Note: Quasi cupiditate enim odio veritatis, then Corrupti suscipit molestias unde'''
tracey_brien_5335,1.0,53.1,'''(Ex aspernatur) , Quas veniam a exercitationem and Fuga voluptas suscipit''','''(Deleniti) , Quis quisquam modi quia amet animi and Eveniet nesciunt'''
dylan_smith_4957,99.0,46.1,'''Laborum molestiae aspernatur aut officia expedita, Aperiam Maiores asperiores voluptatem ullam fugit''','''(Natus laboriosam) , Et eaque maiores and Tempore quaerat explicabo quod'''
philip_singh_2016,13.0,98.1,'''Inventore occaecati ut, Iste doloribus Qui odit qui''','''Eius inventore velit dignissimos, Ratione eius reiciendis cumque Vitae inventore ipsa ex eum'''
dean_butler_4783,32.0,53.1,'''Facere repellat blanditiis, Odio soluta molestiae Deleniti fugit neque quod''','''Ipsam; Odio ab iure sapiente neque , Deserunt id'''
patricia_morris_2893,94.0,53.1,'''Ipsum praesentium in beatae eos a; Nihil optio , Architecto eligendi autem''','''Note: Occaecati modi molestias inventore beatae, then Excepturi repudiandae animi'''
toby_johnson_6147,87.0,21.1,'''Dolor possimus; Soluta , Velit ipsum ratione dolorem accusamus numquam''','''Note: Ab dolorum, then Eum non earum'''
rhys_kelly_9996,91.0,99.1,'''(Porro minima incidunt neque dolor) , Molestiae voluptatem and Qui ullam velit totam praesentium eligendi''','''Doloribus accusamus voluptatum aliquid laboriosam quasi: Nostrum nesciunt impedit quam in nesciunt, Voluptates optio sint'''
