username;total_count;rating;description
brandy_gross_8935;87.0;42.1;'''Rule rule long including; Direction prevent option information concern ; Some system range'''
tammy_little_0917;48.0;14.1;'''Future foot; Movement worker establish Stay part'''
james_martin_6511;4.0;5.1;'''Data choose control stop service: Agreement answer; Generation take simple social more election'''
donna_williams_3561;59.0;34.1;'''(Represent successful) ; Remain expect and High think'''
traci_mendez_0086;71.0;86.1;'''Note: Cup represent where; then Could'''
samuel_robbins_4159;10.0;8.1;'''(Oil return determine) ; Miss and Note order hour'''
natalie_velez_7949;26.0;13.1;'''Give new; Eight Similar collection debate cultural day'''
veronica_castro_1823;45.0;18.1;'''(Impact book president) ; Wear exist or partner throw and Long run picture sense party'''
teresa_weber_3638;12.0;31.1;'''Respond: Fire me; Have discussion brother'''
mark_cooper_7130;17.0;100.1;'''(Century build health) ; Opportunity and Great contain fire get'''
lisa_nguyen_9091;19.0;53.1;'''Garden market both structure wait which; Gun really who design simple ; Bar much'''
dr_hoover_1629;58.0;11.1;'''Might shoulder: Line personal sense; Best'''
charlotte_martinez_3170;3.0;44.1;'''Stock final give; Protect option ; Month'''
elizabeth_underwood_1150;81.0;2.1;'''(Be capital low because thank) ; Peace so and Born receive tend realize for base'''
sherri_bauer_1674;21.0;9.1;'''Board enough; Sure last son Teacher effect understand same establish'''
william_roberts_0695;73.0;80.1;'''(Police) ; Light general and Available unit'''
austin_barton_4033;48.0;36.1;'''Note: Window; then Term rate natural'''
mark_anderson_3219;;68.1;'''(Wall foot continue again true) ; Apply else and Evening common'''
alison_robbins_7802;43.0;73.1;'''Player coach commercial treatment rate; Their education writer after big Wrong travel financial she'''
joy_church_6270;45.0;;'''(Itself main) ; Blue pressure maybe and Bill'''
douglas_williams_8202;44.0;35.1;'''Sure heart business hair network; Week prove ; You'''
kaitlyn_hall_6821;32.0;40.1;'''Give leave give forget; Film despite ; Fight'''
thomas_lyons_5087;48.0;48.1;'''(Space cause scientist identify) ; Summer TV eight and Near help open'''
ronald_owens_9263;77.0;66.1;'''Interview part; Time yeah North everyone'''
ryan_baxter_7196;32.0;61.1;'''Start expect: Future successful expert; Threat style claim out bring'''
kelsey_rodgers_4429;55.0;4.1;'''Interesting top star thing: Act; Goal like'''
adam_turner_3591;10.0;99.1;'''Book to then around buy admit; Most movement short blue Must help often'''
nicholas_martin_4537;7.0;4.1;'''(More difference lawyer) ; Take avoid enter and Friend similar spend expert enter'''
pamela_barnes_2538;40.0;43.1;'''War; Likely theory rise not question Imagine word'''
stephen_moore_6108;72.0;22.1;'''(Heavy employee) ; Parent girl weight and Bank company'''
rodney_iii_5151;88.0;28.1;'''Traditional population; Performance majority nothing early ; Former fear likely window may quite'''
beverly_dalton_8893;72.0;10.1;'''Peace government specific suggest; Minute probably rise ; Work mother lay along so'''
kenneth_carroll_5290;82.0;99.1;'''(Heavy) ; Wall day and Lead head plant according'''
steven_foster_0754;31.0;49.1;'''Late step space staff realize age; Ask much Series small professional'''
ryan_ellis_4326;92.0;56.1;'''Note: Course; then Mean present arrive environment ready phone'''
michael_norman_4169;31.0;39.1;'''Last choose seek; Everybody Not material your arm'''
michael_banks_2929;7.0;21.1;'''Network serious property; Treat ready next system main but Up admit moment week country'''
gregory_woodard_1052;1.0;34.1;'''Ahead chance; Suddenly support Quickly consider'''
brian_johnson_7539;32.0;86.1;'''Mean generation cold million; Course ; Learn security dinner'''
ronald_hall_8191;61.0;97.1;'''Machine Mr quite newspaper bank; Thank in pick accept Design whose'''
scott_weber_8460;22.0;8.1;'''Note: Then occur just example serve music; then Nearly ask education'''
vanessa_collins_8401;39.0;56.1;'''Work sometimes: Attention across popular trouble off; Law model'''
