username	rating	review	note
amy_may_3083	25.0	'''Note: Minus unde	 then Officia earum dicta atque'''	'''Esse ad: Deleniti	 Doloribus recusandae'''
jake_poole_7155	60.0	'''Est voluptate ducimus	 Numquam voluptatum Architecto iure'''	'''(Quis qui autem) 	 Ipsa natus nisi and Ipsam quibusdam'''
mitchell_storey_9542	94.0	'''Earum	 Repellendus est Ratione'''	'''Omnis vel id	 Voluptatum magni delectus voluptas Vitae dolor numquam accusamus'''
mrs_marshall_5298	74.0	'''(Eligendi) 	 Cumque and Unde'''	'''Eum atque	 Saepe numquam sequi quibusdam Assumenda quo'''
miss_foster_9926	89.0	'''Note: Voluptas quam	 then Tenetur reprehenderit'''	'''Illum saepe sint ratione	 Veniam iusto consequatur minima fuga Incidunt distinctio accusamus sapiente cumque'''
brenda_fox_2151	69.0	'''Sit architecto: Praesentium adipisci expedita optio	 Occaecati assumenda eveniet'''	'''Repudiandae cum ducimus ab; Est sapiente suscipit 	 Et ut veniam fugit'''
miss_cooke_8082	41.0	'''Fugiat beatae; Odit 	 Facere dignissimos qui non'''	'''Iure laborum at: Dolores eius voluptatum in quia	 Tenetur'''
mrs_lee_5819	62.0	'''Nisi adipisci: Praesentium	 Labore veniam'''	'''Note: Officiis molestiae mollitia aspernatur	 then Doloremque atque'''
shaun_evans_9696	35.0	'''Note: Est aliquam nesciunt qui quidem	 then Exercitationem eveniet sapiente hic'''	'''Magnam fugiat possimus nesciunt	 Harum voluptatum Dolorum fugiat'''
carolyn_smith_3351	29.0	'''Aut magni sunt; Vero 	 Nihil aliquid beatae ex harum officiis'''	'''(Delectus eveniet) 	 Eum qui ipsum and Doloremque repudiandae'''
mrs_martin_7331	33.0	'''Note: Tempore delectus sapiente veniam	 then Atque'''	'''Culpa	 Reiciendis itaque vitae A sapiente ad'''
marc_clark_3847	26.0	'''Magnam	 Dolor Recusandae'''	'''Note: Ipsam tempora	 then Et dolores quas'''
michelle_smith_1280		'''(Nulla necessitatibus) 	 Accusantium ea and Ab maiores hic'''	'''(Quia quidem natus commodi) 	 Assumenda suscipit illo provident and Odio animi nisi sint'''
philip_morgan_1288	5.0	'''Cum quae atque saepe sint nostrum; Voluptates modi 	 Nemo iste neque dolorum sit officiis'''	'''Cum nesciunt molestiae: Ab dicta	 Veritatis itaque'''
mrs_smith_9322	96.0	'''(Ipsum magnam) 	 Atque and Est id'''	'''Note: Doloremque sit qui	 then Quidem id modi nulla odit aut delectus'''
maurice_dean_3738	98.0	'''Reprehenderit tenetur esse sapiente ratione	 Provident pariatur Temporibus'''	'''Consequuntur sint id: Nemo cupiditate numquam	 Cum facilis deserunt'''
