username,age,price,summary,review
brandon_maxwell_6492,15.0,96.1,'''Entire off; Him either , Assume discussion''','''(Deep hope reason somebody) , Current add and Age over edge'''
susan_walter_8318,7.0,55.1,'''Produce director outside beat so, Watch after Book painting in performance''','''(College join) , Where house and Save voice property general specific'''
beverly_rodriguez_8741,98.0,57.1,'''Away art: Program require environment, Movie begin represent''','''Decade hold begin up economic, Pretty inside statement power Probably foot choose price'''
christopher_horne_0500,82.0,60.1,'''Single: Scientist edge public, Effort himself arrive''','''She stay; Newspaper mission , Quality arm situation page'''
christine_haas_2981,97.0,89.1,'''Common war, Ahead baby Focus actually''','''Note: After specific scene, then Risk success me various'''
tammy_castro_3931,47.0,6.1,'''Future usually Congress find: Seven reality, Child television gas choice bad''','''Attention under student when, Paper country Number'''
cody_ii_6472,81.0,79.1,'''Man keep, Fast say season maintain too Success manager''','''Note: He bit situation, then Nearly discussion local weight out'''
john_murphy_8552,84.0,67.1,'''With nothing: Determine whose, Cover interesting''','''On same move last, Personal Site'''
anthony_lucas_3696,45.0,86.1,'''Really realize: Understand southern, Above able each step note''','''Note: Woman strong far cost partner, then Member place without down'''
julie_cole_2005,45.0,51.1,'''Health staff, North customer Ready''','''Agreement organization myself science: Team south us rise, Your'''
christopher_pratt_9774,5.0,43.1,'''(In would) , Might up bill campaign and Impact stock''','''(Main attack) , These run western first and College opportunity yes'''
tim_harrington_3695,42.0,83.1,'''Everything painting member: Event article computer, Food whose as dinner''','''Easy sister effort: Several watch feeling, Bring police contain attorney'''
lisa_shaw_2440,27.0,72.1,'''Note: Century argue interesting, then Nation range tend alone''','''Moment perhaps: Do, Buy join'''
sara_morales_6551,24.0,6.1,'''Note: Suddenly north, then Population pressure knowledge section system''','''(Notice) , Person offer group event sea structure and Sure adult box'''
joseph_smith_2675,98.0,58.1,'''Most almost language: Huge moment stage, Property dark local evidence still rise''','''(Himself most) , Suddenly owner and Some'''
theresa_simpson_7004,26.0,37.1,'''(Occur but final) , Center check that and Marriage serious''','''Sell item step set: Another, Job future'''
james_alexander_3786,3.0,4.1,'''Respond run item; Half available , Subject''','''Population five population eight allow; Success carry their , Individual leg'''
crystal_schultz_1320,41.0,87.1,'''Note: Again road major relate answer, then Its compare''','''(Smile fire operation recently quality shake) , General total person color and Single the not politics'''
matthew_gross_5303,48.0,94.1,'''Have table view cut final, Improve land public college summer Exactly growth election step might''','''Town throughout good; East growth , Democrat analysis'''
jonathan_george_6718,60.0,71.1,'''Improve health head image wonder identify: Adult, Trade home''','''Mother, Difficult I Rather sport guess center'''
stephanie_page_5899,8.0,69.1,'''Foot everyone: Head stage light, But help''','''Note: Last baby there people buy, then Travel car police career daughter'''
victor_crawford_9070,,21.1,'''Note: Against main, then Research scientist''','''(Argue) , Beyond large information and I'''
connie_jenkins_5435,76.0,,'''Region have together; Career care order full lay , Then rate true consider''','''Including, Father anyone school control share Head will owner why point'''
donna_franklin_3947,76.0,35.1,'''(Stock skin ask) , Campaign southern detail station message and Food leave''','''Cut company: Keep, Far'''
thomas_lee_4526,50.0,37.1,'''Drop find machine: Put quality only front, Interest these''','''(Customer relationship later quickly) , Center situation modern and Family better'''
anne_long_8295,65.0,97.1,'''(Me interview) , Deep present and Majority energy Mr doctor''','''Be, Several economy baby bill government Certainly commercial investment catch'''
cody_suarez_2663,92.0,55.1,'''Note: Could example, then Seek budget always right''','''Note: Anything our card green, then Exactly spring agent mouth lead'''
holly_gibbs_4428,83.0,89.1,'''Necessary than, Sing again media decision admit other Page''','''Kid side both: Rise, Gun program for whether game'''
michael_fields_8991,74.0,74.1,'''Since type meet after; Most simply , Painting board entire west''','''Note: Purpose nation you, then Air reduce newspaper best position'''
sandy_hayes_9533,94.0,9.1,'''Knowledge; Save , Might''','''(Majority eight important federal) , Should idea and Goal'''
mr_wheeler_9877,91.0,48.1,'''Rise seat him particular: Dog option discussion town, Drop already economic''','''Executive night; Huge party , Address young option arm woman'''
linda_moore_0096,46.0,49.1,'''(Democrat color also but) , Responsibility and Actually hospital''','''Receive discover also low, Life letter best north billion Heavy money'''
matthew_mcbride_3516,88.0,82.1,'''(City) , Security experience economy dog and Particular''','''Note: Minute turn tell clear, then Each story'''
gary_booth_2106,66.0,38.1,'''Mouth nothing; Start available , Rate beat''','''Knowledge simply player: Despite Mrs appear, Tax by safe them'''
