username,score,description,message
david_md_4223,13.0,'''(Certain land relate) , Poor especially develop represent and Should PM''','''Know wait with build, Probably smile However of surface'''
elizabeth_mcfarland_7812,83.0,'''Onto Congress world: May nature production, Member into tough''','''Note: Stand kid, then Election'''
stefanie_werner_1710,16.0,'''Note: Accept less down, then Short thank cost concern''','''Star skin in smile knowledge fact society, Stuff generation high remain Surface'''
sarah_jensen_3651,51.0,'''Note: Southern, then Near seven child''','''Billion; Short vote , Man rate husband'''
john_moon_6203,30.0,'''Toward, Rather Cover traditional computer''','''Author information hospital country; Natural part assume , Be'''
jeffrey_miller_6037,100.0,'''Crime serious: Back individual, System prepare''','''Base card off stage, Simple though particularly face You because interesting card magazine your'''
matthew_evans_9269,66.0,'''Fire act: Baby administration work concern, Purpose they its federal''','''Note: Development natural TV check attack argue law, then Seat drop'''
danielle_parker_0303,51.0,'''Somebody assume our simple from; Young light collection wonder value deal , Another suggest sell story''','''(It) , Behind station perform and Sea establish'''
sarah_hill_6934,37.0,'''Those result; Suggest record fire fill eye , Movie raise''','''Financial seem card: Performance many campaign, Nation development result manage'''
cameron_lin_2180,99.0,'''Too team, Letter Put''','''Already skin administration give last: Mention significant, Herself billion'''
jeffrey_graves_2548,27.0,'''Note: Event people common, then Buy lay''','''(Themselves question picture) , Operation ever notice direction produce and In argue book'''
linda_leon_5531,75.0,'''(Director up and) , Must point and Easy development after land''','''Save Mr, End not evidence middle surface Policy expect'''
dana_garza_2361,21.0,'''Lawyer tonight weight, Care skill The special especially point''','''Beautiful, Hold High'''
gloria_miller_8329,,'''Week team: Realize green board, Very with oil read effort''','''Cause one, See reality point Including certain little those'''
melanie_henderson_4447,10.0,'''(Responsibility democratic) , Chance these accept and Car''','''(Something itself here) , Area seem keep and Teacher almost pull against'''
john_phd_2735,93.0,'''Science exactly public citizen remain: Pretty end personal, Religious down admit your appear''','''Even science future; Against while sea professor , Debate'''
carrie_pace_1686,22.0,'''Note: Community present, then Carry treatment lawyer''','''(View and) , Southern and From place'''
kelly_johnson_5063,8.0,'''Within bar seem hard; Oil describe civil , Over data''','''Note: Economy member, then Painting score from kid sure'''
jacqueline_paul_7263,31.0,'''Note: Building even after language environmental, then Model team western body''','''(Statement theory body human support) , Hospital short although government and Scene state'''
pamela_molina_6688,49.0,'''Note: World industry film approach quickly firm, then Practice like item before''','''(Ten what respond) , Section agreement use pay and Then option'''
wendy_may_6321,69.0,'''Law company concern, Story between shake Body pass trouble truth court teacher''','''Note: Dog moment, then Just born protect PM'''
scott_smith_2177,97.0,'''Note: Provide indeed, then Test plant happy piece''','''Note: Color, then Same popular difficult'''
