username;total_count;remark
michelle_goodman_4470;81.0;'''A; Method reduce water he ; Price your'''
jonathan_armstrong_0045;55.0;'''Amount science; Similar memory a Adult'''
marcus_bates_0917;81.0;'''(Congress task reflect) ; Chair attention and Two past defense attack into run'''
ronnie_suarez_2188;13.0;'''Factor lot soon door store: Anything laugh gas edge; Hit take manager loss concern'''
jennifer_hudson_6834;30.0;'''Pay child daughter; Real ; Kind rich suffer beyond'''
matthew_jr_6549;;'''Position last can letter; Relationship act magazine ; Music available nor'''
johnny_price_6278;73.0;'''(Use fire) ; College and Suddenly relate'''
dustin_alvarez_0876;96.0;'''Note: Ground anyone computer; then Us vote east meet goal'''
brittany_wiley_4486;8.0;'''Fine must; Tend yourself rock scientist quality Theory throughout value'''
mitchell_koch_4573;79.0;'''Live drug; Probably voice speak expert Physical out'''
hannah_md_0131;57.0;'''Sister then; Traditional wear foot ; Range a'''
paul_rice_1324;47.0;'''(Impact consumer it knowledge grow) ; Consider spend and Front whole happen'''
dr_dds_4934;17.0;'''(Or here on treatment drop) ; Meet ever and Weight according'''
paul_moreno_3097;80.0;'''Soon son law: President as town; Represent very house'''
rebecca_nelson_3352;25.0;'''Firm authority war; Exactly relationship south next American card Guy'''
laura_hendricks_5264;90.0;'''With piece kind; Energy indicate ; Speech draw its break area'''
william_carter_1058;18.0;'''Prepare official sometimes player: Them general customer though; Detail mission'''
michael_stanley_4965;33.0;'''Note: Discussion economy line; then Name future'''
sara_nunez_6596;44.0;'''Note: Quality since worker; then Tend discover write modern despite'''
courtney_goodwin_6418;53.0;'''Discover national: Including yet; Street structure'''
richard_wilson_7420;7.0;'''Note: Hope stock friend; then Social loss despite officer alone defense'''
michael_reed_3704;4.0;'''Choice a new phone determine market; Health standard gun Score wall'''
susan_figueroa_8597;83.0;'''Then magazine professional member admit; Reality special avoid long open Head number cause'''
bradley_west_9444;99.0;'''Federal manager; Nothing whatever billion Black'''
eric_cook_3028;11.0;'''(Appear) ; Mouth woman and Quite country because when'''
douglas_brown_2472;1.0;'''Out; Center nice Strategy'''
cynthia_lambert_9410;59.0;'''(Stay both record) ; Edge book and Move account'''
carlos_jordan_0763;25.0;'''(Local scientist room) ; Cup and Understand just boy human'''
