username;salary;price;description;message
mr_taylor_6324;6.0;57.1;'''Alias quaerat quo; Iusto modi Autem quo''';'''Officia; Voluptates distinctio quaerat Perferendis officiis aliquam ut ducimus'''
teresa_adams_2473;73.0;12.1;'''Est possimus aliquid: Ducimus ipsam; Non dolore''';'''(Assumenda) ; Magni numquam natus laboriosam iusto and Aliquid voluptatum expedita'''
josh_watts_6442;55.0;95.1;'''Est laboriosam reprehenderit modi placeat; Debitis perspiciatis vitae Minima deserunt aspernatur''';'''Note: Facere odit impedit; then Dolor eveniet'''
glen_bond_8555;93.0;30.1;'''(Culpa possimus rem) ; Quibusdam and Vero''';'''Exercitationem enim quidem suscipit; At culpa tempora Minima deserunt atque blanditiis tempora'''
emma_jones_6290;73.0;15.1;'''Temporibus hic ducimus: Beatae ipsum; Consectetur veniam''';'''Tempora illo nisi omnis illo at; Voluptatibus ; Autem exercitationem itaque reprehenderit sunt velit'''
catherine_thompson_3986;;77.1;'''(Corrupti) ; Quibusdam animi sit quaerat and Iste porro neque''';'''Ad reprehenderit: Nihil incidunt; Nisi'''
sam_newton_7764;3.0;12.1;'''At amet nemo; Quibusdam repudiandae porro ; Sapiente quaerat dolor''';'''Expedita at; Accusantium laudantium ; Fuga molestiae nobis'''
dr_martin_1977;70.0;17.1;'''(Perspiciatis) ; Suscipit libero and Laboriosam debitis delectus beatae dicta''';'''Nobis consectetur soluta; Porro maiores esse expedita corrupti omnis ; Laudantium'''
mrs_singh_3203;32.0;68.1;'''Note: Culpa eos qui; then Assumenda officia culpa atque quaerat''';'''Sequi quasi ipsa; Molestiae possimus Sunt sapiente deserunt aliquid'''
barbara_morris_9954;31.0;21.1;'''Commodi culpa beatae quidem: Facere a eligendi quis ut; Corporis''';'''Dolor animi repellat quis: Assumenda; Ducimus recusandae perspiciatis voluptas'''
miss_hudson_9349;90.0;19.1;'''Laborum a temporibus suscipit repudiandae dignissimos; Eveniet ex Voluptatum''';'''Expedita ipsa; Vitae quod praesentium ; A facere'''
abdul_hayward_0505;71.0;24.1;'''(Eos veritatis) ; Cumque inventore natus and Commodi impedit totam itaque''';'''(Similique temporibus) ; Quae sapiente quae and Debitis eaque'''
ann_mills_5096;13.0;14.1;'''Error: Commodi eligendi; Harum''';'''Vitae doloremque ratione sunt: Unde commodi laborum inventore ullam rem; Ullam quis'''
marion_wilson_0091;2.0;1.1;'''Note: Voluptatibus repellat enim saepe aliquam similique; then Assumenda corrupti quam''';'''Veritatis iusto deleniti; Aut praesentium non Voluptates laborum'''
dr_edwards_7669;59.0;92.1;'''Cumque officiis eos aspernatur; Autem quod aliquam dolorem voluptate ; Qui est reprehenderit''';'''Note: Dolorem eos animi; then Deleniti facere culpa necessitatibus laboriosam'''
mrs_kent_2606;6.0;99.1;'''Nemo iure: Exercitationem saepe; Accusamus illo eligendi''';'''Quia at: Est aut quis sapiente; Placeat ipsa incidunt non corporis incidunt'''
mr_price_4361;48.0;88.1;'''Laboriosam excepturi sint ea: Voluptate fugit eos quidem eum; Qui corporis cupiditate voluptas''';'''Note: Vel consectetur; then Dicta'''
sheila_rogers_3999;88.0;22.1;'''Sed sint blanditiis occaecati commodi quis; Incidunt dignissimos quisquam Officia placeat voluptate iure ipsa velit''';'''Note: Neque; then Modi'''
miss_gould_4349;63.0;89.1;'''Quis: In accusantium dicta facere; Beatae dolor''';'''A accusantium: Aliquid; Numquam odio aliquam eius'''
christine_jones_7329;86.0;84.1;'''Note: Explicabo eligendi nobis; then Explicabo''';'''Temporibus pariatur; Adipisci reprehenderit consequatur neque ; Accusamus'''
pauline_evans_0452;96.0;85.1;'''(Excepturi dolorum eveniet cupiditate amet) ; Maiores veritatis a and Nesciunt voluptas''';'''(Provident dolorem quod explicabo laudantium) ; Optio adipisci and Quibusdam impedit reprehenderit'''
mr_khan_6304;4.0;15.1;'''(Illum itaque tenetur sit aliquid) ; Dolor inventore eius and In assumenda ratione omnis''';'''A; Quod Laudantium ipsam labore exercitationem'''
gerard_jennings_9659;8.0;29.1;'''Quas repellendus sunt dolores; Cum facilis Pariatur libero blanditiis iusto''';'''Note: Natus mollitia officiis ea; then Dolorem modi dignissimos'''
mrs_holland_1926;66.0;97.1;'''Libero consequuntur voluptatibus; Et eligendi sed ; Alias laboriosam quam''';'''Note: Enim soluta voluptatem vero esse saepe; then Rem repellendus'''
allan_dixon_0801;47.0;16.1;'''Note: Sapiente voluptatum; then Modi repellat''';'''Note: Placeat soluta repudiandae eum ad; then Tempora reiciendis natus'''
mrs_francis_9458;33.0;21.1;'''Note: Cumque expedita blanditiis; then Nobis mollitia ducimus''';'''(Nesciunt ex) ; Perspiciatis dignissimos and Enim ducimus ipsa'''
natasha_barnett_2546;1.0;82.1;'''Amet sit qui praesentium; Quae esse placeat unde Fugit provident quam''';'''Necessitatibus; Sit vel exercitationem Harum enim ducimus eligendi quibusdam minus'''
damien_russell_1143;2.0;90.1;'''Dicta; Reprehenderit ab deleniti Vel minima iusto tenetur ab pariatur''';'''Note: Aperiam; then Similique asperiores necessitatibus'''
grace_young_0708;37.0;56.1;'''(At dolor sapiente nemo) ; Repudiandae neque quasi and Consequatur dolore consequuntur''';'''Cum aut similique adipisci: Blanditiis molestias; Facilis'''
mr_metcalfe_6115;63.0;;'''(Impedit accusantium sunt nihil) ; Et laboriosam and Rerum''';'''At odio repellat qui voluptas saepe; Alias odio ea cumque nihil ullam ; Accusantium nihil eveniet'''
dr_spencer_5687;40.0;37.1;'''(At accusantium temporibus) ; Fugit dolores eveniet nesciunt dicta beatae and Error odio ut est itaque''';'''Explicabo libero; Aperiam quasi ; Facilis commodi alias suscipit necessitatibus'''
sian_walsh_5095;96.0;3.1;'''Necessitatibus enim; Qui cum ratione quo error Cumque totam ut ea voluptate''';'''Hic mollitia exercitationem maxime; Doloribus culpa Ullam'''
