username	price	salary	rating	summary	message
mr_king_5562	66.0	83.1	12.2	'''Cum nesciunt	 Velit dolore Quae porro'''	'''Doloremque animi: Explicabo aliquam omnis aliquid doloribus	 Pariatur earum'''
kirsty_wright_4871	24.0	77.1		'''Quia culpa; Praesentium consectetur vel ad 	 Rerum quae dicta'''	'''Soluta; Dolor similique esse reiciendis 	 Velit accusantium nulla totam asperiores'''
lynda_walsh_2873	59.0	5.1	29.2	'''Sapiente; Esse deleniti fuga temporibus 	 In minus voluptates magni'''	'''Note: Nostrum laboriosam tenetur porro	 then Error voluptatem dicta'''
dennis_morgan_9107	12.0	46.1	34.2	'''Nobis perferendis corrupti: Odit quia	 Distinctio laudantium vero'''	'''Exercitationem dicta fugit	 Mollitia impedit ducimus Enim voluptatibus'''
ms_taylor_5546	98.0	35.1	76.2	'''Tempora quod; Animi 	 Fuga pariatur eaque'''	'''(Blanditiis exercitationem aliquam velit adipisci natus) 	 Odio rerum and Laboriosam aut'''
jamie_stevens_1672	88.0	54.1	84.2	'''Quos quod repudiandae; Autem quibusdam dolore porro 	 Harum nemo possimus reprehenderit expedita'''	'''(Quis quibusdam ratione ea blanditiis tempore) 	 Quos and Quas dicta aliquam quaerat sequi dolor'''
dr_hill_1651	72.0	99.1	34.2	'''(Corrupti hic modi repudiandae enim) 	 Esse facilis a and Autem'''	'''(Eaque corporis expedita atque iure) 	 Iure dolore sed ea eos and Impedit'''
dr_thompson_2407	50.0	98.1	91.2	'''Autem; Voluptas tempora incidunt ipsam eaque 	 Occaecati ea'''	'''Note: Error	 then Itaque ipsa dolore'''
alison_sullivan_8907	38.0	91.1	47.2	'''Delectus odio facilis nam illum: Maiores consequuntur	 Mollitia exercitationem'''	'''Et; Reprehenderit dolorem qui voluptatibus 	 Nisi inventore autem'''
ms_kirby_4209	60.0	37.1	67.2	'''Voluptas veniam possimus totam amet facilis	 Inventore ratione consectetur officiis Earum dolor'''	'''Autem sequi reiciendis; Distinctio itaque 	 Animi veritatis deserunt expedita'''
shaun_parker_0425	2.0	43.1	27.2	'''Repellendus laudantium: Eligendi excepturi fuga deserunt	 Dolorum placeat'''	'''Nemo debitis officia debitis voluptates voluptatem; Reiciendis nam 	 Aperiam nobis'''
mrs_morris_6310	52.0	83.1	42.2	'''Architecto magni nihil fugit	 Ea Dolorem nulla perspiciatis id labore'''	'''(Non) 	 Iusto rem and Voluptatibus'''
dr_akhtar_5543	5.0	83.1	37.2	'''Distinctio veritatis; Non sit 	 Voluptatibus odio'''	'''Praesentium inventore modi nemo: Cum neque commodi laborum	 Dicta occaecati dolorum corrupti'''
bernard_osborne_2762	52.0	71.1	11.2	'''Inventore neque quidem exercitationem tempora consectetur	 Sint a corporis Pariatur quam beatae dolores'''	'''(Commodi modi nam) 	 Vel nemo and Dicta nihil'''
miss_payne_6479	23.0		92.2	'''In quae id beatae	 Hic pariatur non Amet non'''	'''(Ipsum minus incidunt) 	 Sint and Deleniti fugit'''
keith_smith_5304	3.0	61.1	72.2	'''(Ipsa) 	 Inventore soluta fugiat and Fuga enim'''	'''(Velit quod labore) 	 Nulla and Dignissimos'''
mathew_pearce_6850		66.1	69.2	'''Note: Aperiam exercitationem	 then Nam aspernatur veniam illum'''	'''Note: Eligendi eveniet quaerat id	 then Cumque consequuntur totam aliquid temporibus saepe'''
ruth_holmes_8898	26.0	31.1	78.2	'''Nostrum dicta iste ut: Necessitatibus quasi	 Magni cupiditate ad in libero exercitationem'''	'''(Cupiditate nobis) 	 Numquam libero and Sapiente tempora'''
carol_evans_3393	81.0	73.1	71.2	'''(Eligendi harum architecto sequi officiis) 	 Ipsam consequatur and Magnam sed nobis consequatur'''	'''Libero fugiat et	 Natus delectus vero iusto voluptas Sed corrupti consectetur reiciendis'''
dr_ward_8181	3.0	29.1	58.2	'''Libero numquam fuga: Quaerat magnam	 Ipsa vel amet'''	'''Recusandae dicta exercitationem blanditiis soluta: Nam	 Similique sapiente aperiam officiis'''
sam_ross_3936	41.0	41.1	37.2	'''Fugiat; Non ad nisi dicta similique 	 Ipsa doloribus placeat'''	'''Note: Voluptate impedit autem nam	 then Tenetur voluptas sed nobis'''
ms_white_0256	17.0	33.1	5.2	'''Sed est cum	 Facilis voluptas Odit aliquam quaerat odio'''	'''Soluta autem velit; Nihil 	 Impedit id soluta quae'''
