username,price,note,review
charlotte_payne_1863,99.0,'''(Expedita) , Cumque and Ipsam at''','''Laboriosam minus eaque tempora: Debitis ea, Ea nesciunt ea tempore praesentium'''
mr_bevan_1446,27.0,'''Praesentium; Temporibus atque , Earum laboriosam blanditiis ipsa quo nemo''','''Note: Iure voluptatem, then Cupiditate magni'''
joanna_howard_9040,97.0,'''(Quos) , Cum tempore non and Deleniti harum''','''Voluptatibus veniam consequuntur alias, Dolore sed Laudantium nihil'''
jenna_hewitt_9633,17.0,'''Delectus aspernatur architecto placeat: Libero mollitia recusandae aperiam nesciunt iure, Nobis''','''Fuga vero adipisci: Maiores, Nam dolorem'''
dr_green_0347,83.0,'''Esse fugit unde; Dolorem , Sequi culpa adipisci vel occaecati''','''Note: Quas placeat explicabo, then Beatae'''
lee_jones_0356,27.0,'''Maiores nisi laborum aperiam est magni; Quaerat minus , Consectetur laboriosam''','''Note: Dicta dolores, then Aut'''
stewart_pearson_7550,88.0,'''Note: Eveniet enim, then Perspiciatis''','''Note: Vero blanditiis ad, then Autem eum consectetur'''
tom_taylor_6388,34.0,'''(Adipisci facilis) , Placeat in error and Dolor accusamus autem ducimus''','''Delectus voluptate eaque culpa; Illo nam tenetur porro ipsum , Ipsa nihil ullam magnam soluta'''
nicole_griffiths_2705,53.0,'''Possimus rem unde fugit quae assumenda: Debitis nostrum repudiandae, Laborum unde''','''Cupiditate, Perspiciatis sequi in Doloremque similique'''
catherine_wright_0821,56.0,'''Note: Commodi quam, then Reprehenderit adipisci''','''Ullam perferendis: Aliquam commodi, Nulla officia adipisci aliquam'''
miss_wilson_4425,84.0,'''Note: Nam temporibus, then Nulla error qui ullam''','''Animi eius repudiandae, Voluptates quaerat voluptatibus nisi voluptatibus quas Totam eos labore voluptatibus sint'''
amber_mellor_0605,83.0,'''Illo commodi ipsa a: Officia similique, Culpa saepe accusamus suscipit recusandae''','''Fugiat deserunt repellendus cumque: Facere quisquam qui, Cum magnam'''
declan_pearce_2795,17.0,'''(Commodi rerum voluptatum) , Tenetur illum molestiae and Minus saepe sunt''','''Note: Saepe, then Magnam deserunt minus ratione'''
william_griffiths_1926,,'''(Eum corporis fuga) , Aliquid dicta and Repudiandae dolorum''','''Animi ducimus laborum: Ut suscipit mollitia quae a asperiores, Sed perferendis aliquam'''
joan_roberts_3173,46.0,'''Porro provident: Dolore veritatis blanditiis odio, Odit error aliquid ratione voluptates''','''(Dolor itaque labore occaecati) , Esse amet ducimus and Quibusdam nesciunt'''
dawn_fisher_2565,29.0,'''(Molestiae velit dolor perferendis eligendi reiciendis) , Cum quisquam and Laudantium aliquam''','''Sed; Officiis porro , Consequatur'''
geraldine_brown_7083,43.0,'''(Ipsam natus) , Culpa fuga quod iure atque reprehenderit and Eos dolore autem necessitatibus''','''Inventore aut temporibus; Illum ipsum fuga id , Officiis incidunt'''
gemma_jones_5187,57.0,'''Id nobis sit id; Accusantium occaecati , Omnis asperiores incidunt laborum aliquid''','''Note: Nostrum vel, then Dicta modi numquam'''
june_haynes_2537,83.0,'''Note: Sit at, then Quas sit in''','''Nemo ut: Vel exercitationem, Fugiat asperiores aut cupiditate'''
debra_wood_3334,12.0,'''Perspiciatis a minima vero dolorum fuga: Minima laudantium pariatur culpa quas saepe, Illo est beatae cum asperiores eaque''','''Ad est; Iste veniam pariatur doloremque , Rem sequi earum'''
elizabeth_patel_2051,45.0,'''Aliquid quis; Debitis a saepe error harum , Adipisci ea incidunt asperiores''','''Aspernatur tempora quibusdam officia doloremque labore; Doloremque laboriosam dolor , Eum pariatur accusantium quia earum alias'''
rhys_dawson_8945,15.0,'''(Laudantium tempora) , Officia modi and Sed ea soluta quam ipsa''','''Fugiat magnam: Exercitationem, Tenetur possimus consequuntur'''
lauren_jackson_7157,94.0,'''(Ipsa debitis rerum corrupti) , Dignissimos quis nemo repudiandae eius and Vitae reprehenderit ratione''','''Voluptate odit; Magni nobis , A in'''
dr_harrison_9785,46.0,'''Note: Nemo corporis, then Consectetur voluptatibus odio aliquid rem''','''(Debitis dolores nihil odit consectetur) , Sint facere laudantium and A hic quisquam officia'''
joel_norris_9025,94.0,'''Atque; Occaecati consectetur ad , Culpa cumque eaque corporis''','''Officia enim vitae facere; Cumque tempore , Consequuntur excepturi'''
ruth_smith_0961,49.0,'''(Aliquam numquam accusantium) , Officiis esse error and Soluta facere nisi saepe''','''(Iusto quaerat consequatur maiores natus ea dolor) , Corrupti ab and Natus quam molestiae odio at corporis'''
mr_jackson_5680,32.0,'''Quod debitis: Ipsa, Nesciunt dolorem minus porro provident''','''Sint eveniet laboriosam minima recusandae, Accusamus numquam Illo reprehenderit fuga'''
ashley_johnson_2317,42.0,'''(Praesentium neque) , Sunt rem non perferendis sit optio and Itaque veritatis''','''Iure repellat, Aut amet quas corrupti Ab eaque'''
kerry_khan_2591,39.0,'''(Quaerat modi tempora) , Unde architecto minima inventore and Soluta''','''Note: Deserunt repellendus, then Laboriosam reprehenderit magnam exercitationem'''
beverley_payne_9812,91.0,'''Note: Dolor reiciendis beatae, then Ea molestiae''','''Ut, Rerum cumque Perferendis'''
