username	rating	total_count	age	review	description
denise_peters_6941	34.0	21.1	53.2	'''Nostrum accusamus	 Sint Reiciendis sit sapiente debitis nobis laudantium illum'''	'''(Nulla possimus minus facilis) 	 Reiciendis ipsam molestias consequuntur recusandae and Tempore beatae dolores'''
paula_jones_1477	75.0	31.1	61.2	'''Dignissimos autem eos: In iusto qui	 Natus'''	'''(Vero quidem id occaecati) 	 Adipisci laborum eos and Nobis magnam eligendi'''
ms_benson_6071	28.0	53.1	39.2	'''(Itaque) 	 Doloremque reiciendis perferendis and Fugit assumenda iste'''	'''Natus tempore totam blanditiis; Magni veniam 	 Ad est'''
dr_smith_8913	42.0	88.1	61.2	'''Ea atque sequi	 Suscipit distinctio laudantium maiores Quasi nulla magnam inventore'''	'''Ad	 Adipisci nihil Mollitia dicta nihil repellat'''
barry_kirby_1670	40.0	20.1	32.2	'''Minima omnis exercitationem; Pariatur deserunt quod 	 Ratione eos reiciendis'''	'''Note: Vel aliquid exercitationem voluptatum amet	 then Suscipit temporibus reiciendis illum recusandae'''
alexandra_jones_0630	37.0	65.1	19.2	'''Dicta eius numquam	 Vel est esse voluptas Temporibus dolorem'''	'''Quisquam nisi cupiditate	 Harum perferendis Repellat quia voluptatum'''
suzanne_gray_2438	98.0	26.1	88.2	'''Note: Sapiente asperiores	 then Similique a optio'''	'''Note: Odit eligendi	 then Rerum occaecati'''
irene_perry_4924	50.0	24.1	45.2	'''Corrupti nobis magni totam; Voluptatibus atque rem 	 Cum illo'''	'''Note: Nobis voluptatem mollitia	 then Ea magni iure'''
katherine_adams_1371	4.0	95.1	48.2	'''Perferendis	 Unde Iure odit similique tempora velit accusantium'''	'''Sed pariatur repellendus ratione iste: Eaque laboriosam blanditiis voluptatem debitis	 Et'''
danielle_gray_0325	51.0	6.1	42.2	'''Minus neque fuga veritatis earum	 Fugit rerum Commodi impedit quod'''	'''Quos sint	 Totam voluptatum Odit aut repellat'''
malcolm_thomas_8333	42.0	36.1	46.2	'''Laborum facere: Nobis voluptates esse et ea animi	 Sequi voluptate ipsa'''	'''(Est sapiente distinctio) 	 Ad repellat and Corporis vitae laboriosam id'''
