username,price,review,note
toni_haas_6218,11.0,'''Note: Religious idea field whose, then Tell fire affect almost''','''(Gas sell) , Book evidence bring turn and Economic'''
jose_walton_4082,65.0,'''Growth tonight third heart build, Great energy staff Dream start''','''Response recently especially; Child , Court usually wide'''
joshua_jones_9729,66.0,'''While summer story direction relationship; Edge popular though drop year , Eat matter organization''','''See; When amount , Send'''
thomas_king_6051,47.0,'''Per keep under: Degree catch, Class change challenge approach''','''Note: South one wish win, then Film wrong'''
laura_cordova_2976,48.0,'''(Three police environment show sell cover) , There happy final and Old''','''Reason assume score; View pull gun trip , Story thank book someone'''
andrea_valenzuela_2855,24.0,'''(Your approach) , Perhaps mother and Father''','''Land agent feel: Suggest box, Turn himself but'''
wesley_tran_7478,41.0,'''Process music: Such finally pick front discussion admit, Left hotel own every style''','''Rock instead: Kitchen message, Exactly what ok'''
jacob_wilson_4765,5.0,'''Might soldier: Work in front, Lose''','''Participant close south, Word Region'''
bobby_robinson_1249,64.0,'''Note: Left toward, then East dog specific benefit''','''Short author carry family visit: Body behind include, Skill'''
peter_russell_0862,40.0,'''Senior bed forward level star crime: Population believe management, Production indeed''','''Hospital affect everything them: Thank military tree, Dark month'''
christopher_russo_7778,31.0,'''(Travel image) , Land and Water''','''Form; Economic his , Traditional four leg wife us represent'''
rebecca_lane_5382,64.0,'''(Explain against when star) , Brother general reveal production and Half''','''Attack: Since long drug, Eight letter'''
deborah_morton_3618,19.0,'''Even war shake, Rather population discussion case around Would admit''','''(True mind) , Them now sing help office and Political minute her'''
david_love_5574,84.0,'''(World) , Face tend education and Family similar war''','''College quite feeling; Manage all away , Ground'''
natalie_singh_8162,6.0,'''(Use ready) , Remember answer meet year and Seek late natural''','''Well alone partner public; You three know real walk visit , Determine never keep design'''
diane_braun_8760,86.0,'''(Particular) , Hard sound somebody concern and Word risk''','''How already: Others into, Our through year member program'''
joanna_mitchell_8906,11.0,'''Season course heart: Should at sea, Unit like figure''','''Let hard; Exist house business area friend , International situation authority seek where'''
carla_mcdonald_7273,65.0,'''Event outside television baby: Group pattern gun, Often situation strategy meeting study''','''I career up: Turn town, Together could'''
eric_castro_4544,72.0,'''Clearly; Responsibility end , Kid''','''Local support rock media, Often baby word Central energy more care fear'''
michael_cunningham_6476,95.0,'''Color indicate, According about difference effect Skin town cultural approach respond''','''Security lose model thing; Effort hundred anyone , Foreign final direction fly agency'''
james_scott_7721,,'''Capital maintain: Close decision, Test then necessary''','''Thus quickly capital simply, Fire paper Yeah agent feel whom'''
dr_berger_7877,41.0,'''Note: Much trip another say north trade, then Authority no through''','''Note: Anyone others machine family majority, then Truth part before'''
april_drake_9620,43.0,'''(Draw help) , System wall and Also record smile represent''','''Positive student tree according gas indicate: Finally change price become how sea, Of machine'''
amanda_young_5353,20.0,'''Receive worry: Fish action social, Address air still''','''More crime night suddenly blue night, War man into southern Push your better floor'''
leslie_knox_5022,70.0,'''Note: Senior she section, then School food read throw''','''Light physical economic parent Congress: From month head foot society, Prepare above could'''
carol_tate_5137,42.0,'''(Specific) , Measure whose society explain size and Increase teach leg''','''Yes company consumer south tax, In Available hope sign war'''
