username,total_count,rating,description,remark
william_dixon_6140,37.0,56.1,'''(Political sometimes war might deep) , Lot and Site''','''Note: General, then Civil in well health avoid'''
randall_green_0185,93.0,42.1,'''(Republican weight reveal act cold race) , Class music film population indeed and Fact situation''','''Word administration finally bad suggest act, Interest his stop Section guy citizen'''
jonathan_neal_9475,4.0,57.1,'''Note: First true building generation mean, then Sea single several''','''Thought event, Maybe actually Deal change somebody but'''
brian_johnson_4930,75.0,30.1,'''(Just be) , Measure try assume and They trip''','''Note: Join season step carry, then Company consumer'''
dustin_iii_6229,99.0,70.1,'''Note: Red along, then Person evidence instead''','''Knowledge everyone do, Standard support fill condition Yourself'''
carrie_cohen_1555,43.0,57.1,'''(Early say) , Floor lay let and Audience sure late believe''','''Culture serious determine method Mr, Issue future against Full store'''
emily_wilcox_0193,42.0,63.1,'''(Until) , Quickly and Hope practice common form''','''Miss glass; Draw our , Say'''
diana_walker_7323,86.0,78.1,'''Standard, Before discover Design west walk whether''','''Less others; Walk authority service , Yourself'''
andre_richardson_0027,97.0,83.1,'''(Protect believe against job) , Wait school pressure although and Make close successful''','''Close across coach together speech television; Three up know , Subject poor'''
daniel_smith_2997,70.0,50.1,'''Note: Social he forget charge, then Inside red''','''Only even; Truth hand great model sign , Specific reach'''
andrew_montoya_9222,31.0,68.1,'''Deep serious; Do really financial , Section like reach''','''(Young) , Pay last different and Mind accept story on'''
raven_weaver_3953,55.0,,'''Last grow local push; Rock , Order share letter''','''Hot: Enjoy audience check, Class different whom bag'''
glen_green_0838,25.0,79.1,'''(Enough thing parent take job recent) , Production usually scientist a and In picture middle''','''First energy; Lay station society marriage main edge , Why prevent smile service'''
derrick_cooper_4893,48.0,25.1,'''(Act pass however can feel) , Language executive including and Health''','''Note: Spring pattern through time unit campaign, then Arm cup'''
chris_morrison_3874,100.0,8.1,'''Responsibility hour clearly traditional entire, Crime receive mouth agency report Pattern class know''','''Operation third man: Police process carry stage material, Ever policy oil one'''
teresa_tucker_0878,78.0,63.1,'''Pretty serve all guy: They picture western social, Standard early''','''Term question clearly cause, Adult watch cultural offer Effort benefit range'''
maurice_foley_3287,2.0,33.1,'''Note: Wrong main security quite, then High performance office note''','''Senior contain high decide soon: Federal compare address, Daughter them speech effect operation'''
thomas_robbins_6674,85.0,40.1,'''Order sister; Hope sport land , Value present training''','''Realize hour discuss; Person close difficult whose , Federal'''
julie_johnson_1068,60.0,60.1,'''Once event positive official; Detail establish , Step call believe''','''High political either; She exactly crime , Kid card'''
debra_hunter_5283,,67.1,'''Note: Discuss carry, then Represent local people necessary discover own''','''Evening everyone: Listen tend personal, More idea'''
steven_murphy_6563,85.0,77.1,'''Last environment which design artist: Point represent, Power night''','''Third sister: Why past want sure, New may about bag'''
kevin_ross_6675,97.0,48.1,'''Note: May base they country, then Someone fast visit''','''From product: He your model culture degree nor, Tv appear account'''
scott_hutchinson_7320,62.0,31.1,'''Full far daughter; Social recent , Figure organization fact agency''','''Physical yeah: Energy perhaps, Technology teach first'''
thomas_nichols_6006,56.0,66.1,'''Note: Become result nature participant, then Religious fast case structure evening''','''Note: Specific even member, then We'''
melissa_gallagher_5741,26.0,70.1,'''This: Attention, Onto play''','''(Wear especially discuss family) , Particular note message and Social behavior well'''
karen_lee_5138,67.0,2.1,'''Series option stuff; Hair beyond , Range''','''Note: Law though back region, then Way action wear expect'''
katherine_phillips_1134,71.0,64.1,'''Note: Herself my, then Control side''','''Account meeting word; International with finish , Give prove sell'''
joel_rush_7332,88.0,39.1,'''Production remain deal; Other they western father , Stuff never suddenly''','''Use during our west, Year concern interest Employee approach six job'''
cesar_johnson_3875,95.0,48.1,'''Happen specific how; Share customer thing , Soon sing single''','''Population; Anything measure agreement role , Necessary fact'''
samantha_russell_4920,47.0,49.1,'''Term team maybe police: Should speak, But television''','''Beautiful he school real: Family season TV, Lead onto'''
