username,age,total_count,salary,review,message
mrs_davis_8824,48.0,52.1,66.2,'''Praesentium excepturi: Ut voluptate veniam quaerat, Amet quidem praesentium alias iste quis''','''Dolores est; Consectetur earum fuga , Animi adipisci incidunt qui'''
brenda_jones_0009,60.0,31.1,58.2,'''Note: Nihil voluptatum inventore dolorem, then Dolores odio''','''Hic harum sapiente fugiat, Assumenda voluptatem commodi Suscipit'''
alice_stokes_1582,33.0,39.1,33.2,'''(Aliquid) , Explicabo ullam and Distinctio hic cum consequuntur''','''Similique voluptas qui ipsam ipsam; Itaque , Dolor in excepturi'''
geraldine_foster_2944,2.0,64.1,20.2,'''Rem consequuntur cumque; Deleniti , Sunt recusandae natus''','''Culpa; Veniam , Fugit totam ullam quam'''
benjamin_armstrong_6111,98.0,,59.2,'''Iste: Eligendi quos ipsum maiores dolor, Sed harum''','''Note: Maiores cum similique sapiente, then Aspernatur soluta'''
dr_robinson_8208,95.0,35.1,39.2,'''Nulla debitis; Dignissimos facere , Provident''','''Note: Sed tempore, then Minus possimus amet labore asperiores distinctio'''
ann_wright_9104,81.0,14.1,86.2,'''(Laboriosam repellendus) , Eveniet and Quia''','''Corporis saepe unde sed sunt: Quos illo, Itaque minus quia ipsum blanditiis animi'''
claire_patel_9572,80.0,49.1,24.2,'''Laboriosam dolore voluptates delectus; Minima nostrum maiores suscipit , Totam numquam''','''Sapiente vitae modi autem possimus, Dolore quibusdam reiciendis cumque Eos rerum distinctio'''
stuart_pratt_6572,67.0,50.1,69.2,'''In: Vero totam eius ab, Repellat asperiores''','''Dolorem harum; Magni perferendis est , Quasi sunt'''
dr_lewis_6324,23.0,39.1,27.2,'''Note: Voluptas est, then Reprehenderit''','''Eos dolor; Molestias aspernatur similique optio ducimus , Eveniet amet culpa'''
ms_archer_1022,72.0,26.1,9.2,'''Accusantium totam: Nobis quibusdam quam non minima, Incidunt quam voluptate ea odit''','''Tempore, Architecto Nam beatae possimus exercitationem quos'''
dean_hill_8617,49.0,90.1,45.2,'''Note: Enim, then Deserunt a''','''(Magni cumque eum) , Dolorum excepturi and Similique commodi dolorem'''
rachel_lewis_5425,43.0,22.1,18.2,'''Note: Officiis itaque, then Inventore occaecati''','''Note: Consequatur fugit, then Eligendi labore dolorum natus nemo neque'''
amelia_horton_7070,62.0,55.1,92.2,'''Facilis quam: Cupiditate numquam, Quas''','''Note: Incidunt odit unde, then Molestias laborum similique cupiditate'''
jemma_hobbs_3588,19.0,66.1,30.2,'''Note: Sequi dolore, then Beatae accusamus saepe cum sunt''','''Soluta, Reprehenderit Ad nesciunt quidem sed'''
dawn_simmons_0646,6.0,71.1,30.2,'''Note: Soluta iste veniam nam consequatur, then Soluta cupiditate ducimus ipsa facere''','''Ratione maiores cum, Odit odit Natus sunt dolorem'''
mohammad_armstrong_4239,66.0,66.1,84.2,'''Sapiente soluta consectetur excepturi quis, Delectus amet sed Debitis aperiam impedit quaerat''','''Note: Atque doloribus quam velit expedita, then Porro nemo provident dicta'''
miss_price_4084,15.0,4.1,3.2,'''Eos minima assumenda porro; Dolore quia molestiae , Voluptas possimus''','''Quam provident: Repudiandae provident, Reprehenderit accusantium'''
graeme_williams_7591,76.0,25.1,90.2,'''Consequatur facere nemo amet maxime: Voluptatum voluptatum accusantium quia beatae, Numquam nostrum''','''(Rerum veniam placeat) , Repellat and Saepe'''
maureen_edwards_0122,29.0,6.1,41.2,'''Facere aliquid sequi, Sed Magnam reprehenderit minima''','''Dolores hic explicabo officia assumenda; Vel reprehenderit quos optio , Dolorum'''
terry_jones_9757,2.0,21.1,60.2,'''(Necessitatibus explicabo) , A aut veritatis laudantium and Quos hic''','''Impedit culpa fugit tempora, Provident fuga Repellendus fugiat sed'''
stephanie_butler_9485,74.0,83.1,83.2,'''Rerum deleniti earum quis earum, Pariatur tempore in Accusamus eveniet''','''Maxime consequuntur quae, Aspernatur dolorum nostrum autem totam Quibusdam vero occaecati'''
ms_hooper_4377,75.0,98.1,46.2,'''Quo sapiente; Dolorem earum ad occaecati repudiandae , Iusto repudiandae similique''','''Maiores: Molestias iusto modi, Quod'''
