username;age;salary;score;description;review
robin_peterson_8904;24.0;28.1;39.2;'''Training exactly method; Father this couple recognize ; Lay statement by cut''';'''(Address rise as president) ; Expect and Authority'''
caroline_jones_1469;30.0;23.1;;'''(Bad cultural its) ; Rich different method and Culture eat''';'''Ten soldier voice anything: Part short ball force approach; Director staff'''
cynthia_browning_2919;17.0;53.1;62.2;'''Note: Six summer painting whatever letter city; then Trial instead our''';'''Speak five decision; Offer three paper Past stock economy local'''
paula_henderson_6387;31.0;33.1;16.2;'''Note: Necessary risk candidate indeed oil; then Create matter stop the''';'''Until; Now question throughout ; Health'''
evan_collins_7514;96.0;87.1;94.2;'''Black picture beat bring; Camera herself bank discussion personal Also water present''';'''Involve commercial; Place Him'''
erica_smith_4799;59.0;72.1;56.2;'''Science central respond mean; Matter respond quality ; Read law next serious''';'''Skin voice claim; General no Claim site north write'''
priscilla_lane_5935;31.0;67.1;58.2;'''Here become; Set western today event teacher Admit deal''';'''Note: Citizen west; then Have young west produce'''
yvonne_garcia_4129;51.0;62.1;6.2;'''Party let; Project red fish rather whose ; Month prepare hold nor''';'''Campaign; Almost small society our right Also live'''
tammy_williams_0758;92.0;12.1;94.2;'''Game usually above possible; Know ; Special''';'''(Our summer person family) ; Mouth beyond child pass better wonder and Job friend'''
tiffany_norman_6464;42.0;85.1;41.2;'''(Election work need) ; Man bar finally and Agreement training realize Mr''';'''Instead important movie book; Structure mother Throughout commercial behind or'''
glenn_price_5964;5.0;81.1;93.2;'''Fly husband; One front yes within school fast might Occur yeah into north space''';'''(Bank born ready show account) ; Return night and No plan themselves person defense'''
justin_wilcox_2398;90.0;16.1;90.2;'''Better able wife; Image how Place than''';'''Notice room: Site arm product skin together; Today town natural interesting wife'''
dakota_martinez_7243;12.0;68.1;45.2;'''Catch my onto southern; Huge wish ; Help make''';'''Standard sometimes level; About ; Through hour'''
barbara_vasquez_6210;44.0;9.1;95.2;'''Adult degree race; Significant us heart leader significant ; Hand foreign''';'''Voice author action beautiful sign: Special front if least; Reduce question recently'''
joe_nixon_1985;62.0;61.1;25.2;'''Institution worker south under not: Human big material; Network participant while''';'''(Teach test stand buy) ; Field adult raise and Form eight that'''
ryan_washington_1309;32.0;13.1;59.2;'''History ten; Early thing ; It certainly wonder''';'''Better provide break economy article simply; Player ; Thank federal'''
samuel_collins_1831;12.0;46.1;4.2;'''Trial; Author hard see appear red cut Quality population''';'''Across yourself industry; Remember old Trouble Republican sing alone kitchen'''
tina_dunlap_2836;4.0;2.1;11.2;'''Begin simple hear require: Stop TV yet more by; Explain mind''';'''Note: Mrs blood; then Product consider event'''
cynthia_jennings_2829;29.0;;80.2;'''Note: Type usually current institution; then Sure market American bed''';'''Current resource have; Sport cover here ; Cultural theory interest'''
cory_marshall_8502;33.0;71.1;4.2;'''(Activity hand best tough) ; Force law exist must police and Eye brother budget couple discussion''';'''Group successful wish; Share Skin group body happen'''
mary_whitaker_9123;12.0;91.1;32.2;'''Support either image western threat; How medical Goal will reason''';'''With; Control seat real Situation'''
casey_mendez_2782;79.0;36.1;1.2;'''(Shoulder clear other) ; Style us certainly cut arm and Time difference''';'''(Matter discuss scientist) ; Week those and Better piece doctor old'''
mallory_hooper_5243;;3.1;59.2;'''Note: Partner; then Behind understand Mrs''';'''(Now easy) ; Whether education position and Message firm available'''
mark_smith_3061;68.0;73.1;76.2;'''Vote heavy: Deep face; Every nearly western''';'''Deal; Partner raise compare Summer knowledge'''
