username;rating;comment;summary
alex_patterson_8475;83.0;'''(Laboriosam) ; Facere libero est and Ratione aut''';'''Eos; Ratione magni dolorem eveniet ; Reprehenderit consectetur adipisci'''
dr_wade_2447;40.0;'''Ipsa ut adipisci: Magni commodi; Sunt ad''';'''Dicta eveniet: Odit; Illo'''
peter_knight_2889;5.0;'''Illo: Minima ipsum rerum; Dolorum expedita''';'''Note: Voluptatum velit suscipit; then Facere recusandae excepturi animi quia'''
mark_nolan_4542;42.0;'''Modi ullam; Reiciendis expedita in velit Cumque autem possimus illo aspernatur''';'''Praesentium; Doloribus vero dolore eum Est architecto modi consequatur'''
clive_patterson_2196;1.0;'''Magni dignissimos reprehenderit ipsa; Tempore nihil ; Magnam''';'''Explicabo accusantium a accusamus; Numquam iure ; Laborum iusto'''
danielle_williams_5632;65.0;'''Saepe illum impedit praesentium aperiam; Beatae Dicta labore''';'''Asperiores magnam laudantium veritatis modi; Libero reprehenderit nemo Doloribus eos perspiciatis exercitationem'''
liam_james_4200;7.0;'''Numquam corrupti possimus tempore; Inventore ipsam laudantium Facilis iusto''';'''Quos commodi cupiditate sed; Eum exercitationem ; Omnis saepe nostrum cumque saepe'''
dr_ford_9331;18.0;'''Commodi beatae ab; Assumenda quaerat assumenda Porro sequi optio porro''';'''Nisi: Doloremque quidem omnis nam blanditiis dolorum; Corporis iste'''
shaun_gibson_1335;100.0;'''Quae sunt ipsam dolor: Quae adipisci; Natus eius tenetur neque''';'''Note: Officia quae; then Corrupti illo'''
dr_harrison_4353;48.0;'''Cupiditate vero saepe quidem: Quod enim ducimus quo; Iure praesentium''';'''Non enim; Atque ipsa Ut qui nihil'''
janice_davis_7023;20.0;'''Laboriosam eligendi; Qui totam neque illum aliquam laborum ; Mollitia''';'''Magni nesciunt libero officiis quisquam; Aspernatur error in doloribus Cupiditate sint'''
brett_elliott_5965;74.0;'''Note: Veniam aperiam; then Ducimus vero''';'''Ducimus eum illo; Ad id nisi ; Tempora iste dolore saepe'''
craig_davies_3312;59.0;'''(Pariatur voluptatibus dolore quibusdam beatae blanditiis) ; Aspernatur quo unde and Illum autem neque''';'''Aspernatur deleniti: Ut dolorum; Error dicta quod ea quibusdam'''
ms_poole_8383;63.0;'''Quis rerum officia libero consectetur; Natus perspiciatis dicta optio Dicta recusandae dignissimos libero''';'''(Repellat) ; Optio inventore and Vero iste est'''
mrs_gill_4408;53.0;'''Adipisci quasi; Similique quam quod Natus suscipit''';'''Note: Quisquam omnis; then Quibusdam eius corrupti voluptatem'''
dr_peters_1351;18.0;'''Quod deleniti; Quidem sunt aperiam cumque ; Quos maxime''';'''Amet commodi; Nam velit ; Quos'''
kelly_ellis_2380;46.0;'''Note: Consequuntur et; then Culpa cupiditate''';'''Minima consequatur: Rerum illo rerum recusandae; Ea doloribus ipsam'''
deborah_murray_0242;69.0;'''Quis magnam mollitia; Velit debitis exercitationem quidem ; Explicabo''';'''(Adipisci) ; Odio and Sint similique'''
dr_carr_1316;79.0;'''(Eaque ut) ; Vitae and Fugiat''';'''(Fugiat qui quia) ; In ratione alias temporibus and Placeat praesentium'''
thomas_hussain_4217;24.0;'''Modi soluta; Libero voluptatibus ; Reprehenderit ea''';'''Expedita; Iusto consequuntur ; Deleniti soluta magni asperiores'''
marc_brown_4140;95.0;'''Laudantium facere est perferendis: Aspernatur blanditiis natus veniam distinctio; Dolore suscipit tempore''';'''Note: Totam eveniet; then Architecto exercitationem maxime'''
miss_ward_9005;88.0;'''Provident aperiam; Aperiam soluta aperiam dolores ; Sunt excepturi quam excepturi deleniti''';'''Note: Id corrupti; then Eos eum'''
denise_perkins_3659;5.0;'''(Ex mollitia) ; Ipsam ipsa rem labore reiciendis and Beatae qui voluptatem''';'''(Repudiandae expedita neque error) ; Numquam recusandae and Quis debitis beatae'''
gerard_watts_4890;15.0;'''Quae voluptate ullam: Perferendis assumenda; Necessitatibus mollitia distinctio quam''';'''Hic animi pariatur; Ipsa non quis Inventore'''
stuart_morgan_4725;38.0;'''Voluptate illum quis dolore; Maiores suscipit soluta reprehenderit libero ; Doloribus nobis sequi''';'''Praesentium accusantium vitae: Quaerat placeat; Voluptatibus dolorum ratione'''
mrs_winter_4373;;'''Perferendis delectus maiores; Sed officiis dolores ab nobis ; Esse quam quidem''';'''Asperiores at praesentium: Corrupti quisquam; Distinctio'''
mr_mellor_4826;86.0;'''Iusto nobis: Aperiam neque; Atque deserunt iure nihil''';'''Consequatur velit nesciunt maxime; Perspiciatis nemo magni iste illo facere ; Quidem illo assumenda ipsum'''
tracy_newman_0796;93.0;'''Molestias dignissimos suscipit esse; Consectetur hic possimus Pariatur tempore''';'''(Dolorum) ; Laboriosam architecto nobis sed odio and Architecto eum earum'''
abigail_green_4661;32.0;'''Soluta deleniti: Aliquid dolor aspernatur similique ab eius; Adipisci deserunt ipsam''';'''Dolorem ex repudiandae ducimus maiores; Cupiditate omnis A vitae voluptatibus'''
gareth_walton_0618;24.0;'''Note: Ducimus quis libero doloribus; then Itaque delectus''';'''Possimus similique; Velit asperiores tempora Perferendis harum nulla'''
marion_johnson_7458;79.0;'''(Nostrum dolorum quis quisquam eaque) ; Officiis unde natus and Natus''';'''Incidunt recusandae magni quasi beatae: Perspiciatis corporis veritatis iste placeat; Sint corporis ipsam hic architecto'''
