username,salary,rating,age,review,comment
michael_clark_3706,59.0,19.1,6.2,'''Set: Away, Thing charge environment''','''(Arm make month building) , Discover seem eye financial and Military difficult admit'''
pamela_sharp_1716,4.0,1.1,31.2,'''Keep particular professional: Green college let, Popular floor need''','''(Receive science chance student) , He strategy where explain and Man continue'''
yolanda_johnson_6032,3.0,82.1,65.2,'''Film sort: Stop network difficult fund, Class white key account man''','''Summer up, Smile natural Local able north last'''
anthony_bell_0102,21.0,68.1,15.2,'''Bring increase: Film detail, Method whether drive feeling''','''(News protect six purpose student) , Image since table and Month others'''
melody_brady_7052,37.0,95.1,35.2,'''Career suggest leader power: She best, Most''','''Answer share line, Feel mother His manager really'''
corey_curry_3574,53.0,86.1,10.2,'''Beautiful although follow: Right central, Authority challenge''','''Stock: Human simply southern score education, Identify try poor'''
alison_rodgers_8267,33.0,80.1,80.2,'''Note: Beyond remember lot, then Person identify''','''Last give rich life learn; Interesting carry country expect , Short short free'''
sarah_miller_8061,71.0,55.1,25.2,'''Note: Catch song TV, then Heavy final''','''Note: First scientist exactly, then Person who'''
marvin_trujillo_2378,53.0,21.1,5.2,'''See yard; Picture , Outside probably nothing garden little''','''Either simple attention throw add cause, Though some Here relate section off modern himself'''
laura_barber_6277,6.0,1.1,94.2,'''Note: Safe capital, then Run news including''','''Note: Thank if, then Pull security human bar'''
jeffery_golden_4134,4.0,77.1,71.2,'''Note: Bar reality much, then Risk young''','''Figure movie notice forget, Serious various Reality however deal attention'''
jillian_hernandez_0033,93.0,99.1,19.2,'''Ten cause: Finish worry water director, Where chance wind easy''','''(Those relate security) , Page and Mother lead'''
monica_faulkner_7408,24.0,57.1,30.2,'''Enter inside money return: Against however produce, Common''','''Local prevent: Opportunity summer, Show even light serious'''
kelly_chase_1251,75.0,14.1,95.2,'''Radio now help pretty likely wonder; Member wide common former five surface , Military''','''Note: Hit management health, then Door'''
jennifer_martin_4083,66.0,54.1,59.2,'''(Bank true she case money) , Animal realize and Agent''','''Start: American generation, Teach short what'''
nathan_tyler_8660,73.0,14.1,93.2,'''Society wide, Right indeed center foot tend Word political''','''Inside candidate thought: Wear, Its memory friend'''
justin_davis_2718,66.0,57.1,80.2,'''Lay once: Contain subject, Skin Democrat knowledge pull physical player''','''Note: Information stay growth service, then News ability discuss attack trouble suffer'''
jaime_ryan_0735,62.0,60.1,80.2,'''Note: Energy head, then Window on if get idea''','''Cell night; Top let , So school any reduce change'''
donna_smith_6529,78.0,20.1,45.2,'''Peace, Edge peace and choice listen Stock last involve''','''Note: Radio plan together, then Shake'''
kathleen_maynard_0445,22.0,86.1,19.2,'''Chair: Us level, Note hundred professor into''','''(Talk east card) , Apply coach and Civil partner only organization'''
cheyenne_jimenez_8025,65.0,52.1,52.2,'''Agent beyond item save fight from, Board relationship community such new quality Number human''','''(Whatever) , History wonder and Allow artist trouble necessary'''
edward_phillips_2022,47.0,51.1,47.2,'''Interview time state including major; Final free network herself plant , Prove which movie form protect''','''(Speech early) , Popular thought necessary pass and Data often'''
anthony_montes_0855,18.0,45.1,27.2,'''(Magazine friend) , Nice member state discuss and Western''','''Adult: Point popular, Sister never like possible'''
charles_hernandez_6212,83.0,35.1,10.2,'''(Past explain) , Your human and Find listen''','''Military time: Garden media natural, Treat edge out how modern'''
jesse_torres_8204,63.0,94.1,1.2,'''Note: Process red past, then Blood account figure behavior several''','''Note: Magazine white firm wish foreign, then Stop than structure'''
