username,total_count,score,salary,note,description
lynne_griffin_4361,28.0,71.1,75.2,'''Blanditiis; Ad recusandae exercitationem ducimus doloribus , Autem occaecati rerum''','''(Ad eius) , Natus natus assumenda and Dignissimos provident'''
mr_reed_0800,79.0,19.1,18.2,'''Quae iusto, Optio vel explicabo Non veritatis sint nam officia''','''Note: Itaque consectetur, then Labore eligendi atque magnam quam asperiores'''
dr_patel_8850,83.0,78.1,59.2,'''Sint doloremque perferendis ipsum neque accusantium; Deserunt ullam voluptas , Animi illo repellendus vel repellendus eveniet''','''(Delectus sapiente voluptates numquam) , Asperiores necessitatibus nulla and Accusantium suscipit'''
rhys_coleman_4873,100.0,24.1,7.2,'''Eos odio occaecati commodi voluptas; Debitis doloremque ad expedita commodi mollitia , Aperiam in necessitatibus earum sed''','''(Soluta labore dicta asperiores consequuntur) , Debitis odit eius and Error dolores officiis'''
dr_dale_0881,58.0,56.1,96.2,'''Odit facilis quaerat; Maiores minus iusto placeat quibusdam debitis , Odio aspernatur repellat''','''Magni, Dolore saepe earum Repudiandae in excepturi sit dolorem'''
barry_kelly_8772,96.0,23.1,18.2,'''(Blanditiis ut et doloremque totam quis) , Facere dolorum quibusdam and Sapiente doloribus deserunt''','''Maiores, Vero ratione labore saepe unde Sint'''
tina_brooks_4480,1.0,69.1,36.2,'''Pariatur: Illum corporis quam, Rerum explicabo perferendis ut''','''Note: Provident porro quae rem ipsam corrupti, then Pariatur ratione commodi'''
suzanne_harris_8724,3.0,24.1,,'''Eum impedit: Inventore saepe tenetur, A enim sapiente''','''Note: Nam fuga quidem consequatur, then Quibusdam perferendis molestias magnam quidem necessitatibus'''
ruth_mills_2279,68.0,56.1,20.2,'''Maxime enim autem, Accusamus facere illum vel eum Ad beatae repudiandae occaecati''','''Consequuntur; Deleniti aut fugit accusantium laborum , Blanditiis'''
tracey_saunders_1161,84.0,27.1,26.2,'''Note: Velit corporis minus expedita, then Molestiae in et laborum''','''Note: Sed et blanditiis facere, then Pariatur labore reprehenderit maiores cumque'''
hayley_thornton_6983,41.0,87.1,15.2,'''Aliquam reprehenderit voluptas quae ullam; Iusto aliquid odio mollitia doloribus , Laborum sunt autem voluptate''','''Distinctio iste asperiores nihil molestias; Quis ipsam impedit molestias molestiae ex , Provident'''
glenn_patel_8930,70.0,91.1,34.2,'''Ut tenetur sint consectetur, Dolorem corporis Temporibus aperiam aliquam''','''(Quasi ab eius vero) , Eveniet amet and Qui magnam deserunt ut'''
teresa_davison_4065,13.0,81.1,65.2,'''Est error, Facilis alias excepturi ducimus Repellendus aperiam dignissimos''','''Commodi: Id, Quae'''
timothy_lewis_3508,90.0,,48.2,'''Qui dolores consequuntur inventore pariatur, Magnam non distinctio accusamus Occaecati''','''Ex in sit: Exercitationem, Ea est'''
mr_turner_4318,40.0,35.1,96.2,'''(Rerum sapiente in) , Cupiditate vel necessitatibus and Ducimus quo expedita''','''Explicabo; Maxime quam quasi , Alias ratione quasi reprehenderit'''
dr_rees_0999,84.0,23.1,100.2,'''Sed deserunt: Consequuntur pariatur rem nulla, Necessitatibus ipsum sapiente vel doloremque''','''In debitis itaque dolore aperiam, Itaque Quis provident omnis vitae'''
thomas_palmer_1729,32.0,42.1,10.2,'''Note: Corrupti saepe vitae dolores assumenda, then Molestias quia''','''Porro autem est reiciendis fuga praesentium; Itaque , Illo odio aut'''
barry_wood_5726,58.0,84.1,57.2,'''Eligendi, Nesciunt a Autem nemo''','''Note: Animi quae fugit est, then Aspernatur sed distinctio'''
elaine_porter_8630,58.0,63.1,68.2,'''Note: Repudiandae delectus error, then Corrupti possimus''','''Placeat et, Cupiditate Fugiat quos molestiae'''
mr_andrews_7368,23.0,31.1,81.2,'''Itaque explicabo amet sed perspiciatis numquam: Laudantium quidem autem, Repellat nulla placeat''','''Note: Laboriosam vero facere possimus a, then Quos incidunt'''
tony_hughes_9527,37.0,12.1,42.2,'''(Odio autem accusamus dicta reprehenderit voluptates) , Harum voluptate molestias ipsa eos and Amet error''','''Perspiciatis accusamus odit: Cupiditate accusantium repellendus, Magni est voluptas sunt'''
christian_taylor_1428,15.0,63.1,12.2,'''Note: Consequatur veritatis aperiam, then Recusandae alias''','''In cupiditate aliquam deserunt, Occaecati ex Ad sit asperiores'''
mr_robson_4775,7.0,82.1,57.2,'''Vero, Qui Porro omnis voluptas''','''(Iusto eum alias) , Alias pariatur molestiae est and Assumenda'''
henry_johnson_3641,2.0,63.1,24.2,'''Consequatur molestias officia; Culpa perspiciatis repudiandae ea , Soluta cum repellat perspiciatis quibusdam''','''Magnam quaerat recusandae: Quis quibusdam, Officia'''
gerald_reynolds_4667,20.0,23.1,71.2,'''Minus ex: Cumque fugit voluptatem, At minus''','''Expedita nesciunt error quisquam, Ipsum Laudantium non atque dolorem'''
patrick_bishop_3151,63.0,25.1,87.2,'''(Ullam ex maxime laborum porro) , Dolore commodi and Ducimus eaque eos repellendus praesentium''','''(Voluptates quas dicta iusto) , Distinctio voluptatum and Necessitatibus harum'''
jane_robinson_3205,27.0,68.1,80.2,'''(Distinctio voluptatem ab blanditiis ullam) , Repellat dolore and Aliquid officia magni''','''Consequuntur repudiandae ducimus; Provident , Consequuntur rerum'''
mitchell_bryant_8451,,82.1,90.2,'''Voluptatem eaque temporibus delectus non esse, Explicabo id excepturi Ut voluptatibus''','''Aliquam aperiam optio possimus assumenda: Natus iusto delectus, Beatae sequi'''
mr_fox_5090,55.0,92.1,54.2,'''Veritatis: Illo ducimus, Corporis''','''Asperiores quaerat tempore earum at: Ipsam corrupti, Voluptate quas'''
guy_price_4840,45.0,80.1,32.2,'''Dolore dicta dolorem: Rem asperiores at, Mollitia rerum magnam''','''Explicabo: Mollitia praesentium iusto tempore, Voluptates'''
dawn_cook_3717,41.0,21.1,53.2,'''Aspernatur dolore aut, Ex exercitationem in Earum optio''','''Est mollitia, Suscipit Saepe laboriosam iste assumenda ipsum nulla'''
dr_thompson_7329,74.0,24.1,20.2,'''Cum eos magnam eum vel; Voluptates maiores , Accusamus consequuntur consectetur quis minus''','''Facere delectus quia: Perferendis, Eaque exercitationem neque magnam'''
wayne_roberts_5503,66.0,33.1,32.2,'''Praesentium blanditiis doloribus: Reprehenderit blanditiis vitae omnis, Aliquam fugiat''','''Laborum voluptas, Sit Ex'''
marc_roberts_8375,71.0,72.1,48.2,'''Voluptatem explicabo; Illo suscipit ducimus facere ad , Possimus veritatis sequi sit eligendi''','''Note: Minus, then Eaque tempora natus nisi vero blanditiis'''
linda_elliott_7112,60.0,55.1,24.2,'''Doloremque delectus esse, Placeat dolorem Ipsam odit exercitationem''','''Note: Ab esse exercitationem tenetur in tempora, then Reiciendis cum'''
gerald_harris_4380,34.0,1.1,98.2,'''Culpa omnis: Ab illo eius, Adipisci expedita dolore eaque commodi''','''Unde, Vitae quia fuga repellat Voluptatum omnis'''
mr_morris_9462,54.0,65.1,45.2,'''Porro autem autem aperiam, Maxime laboriosam Error reiciendis eum''','''(Fuga) , Velit magnam animi and Facilis voluptate veritatis'''
dr_morgan_3998,41.0,63.1,53.2,'''Note: Eos sint reprehenderit assumenda reprehenderit, then Deserunt''','''Voluptate corporis expedita, Aut soluta voluptatem Itaque'''
