username	rating	note	comment
elliott_roberts_6115	67.0	'''Architecto; Repellendus repellat recusandae 	 Consectetur magnam'''	'''Ea; Nesciunt eius corporis sapiente 	 Sit'''
marian_bryant_2440	90.0	'''(Officiis delectus adipisci at recusandae maxime) 	 Sint fugiat eos provident deserunt and Est'''	'''Illo numquam libero nam: Vel maiores vel	 Sequi consectetur corrupti'''
ms_gray_9902	24.0	'''Laudantium; Beatae qui 	 Autem consequuntur cupiditate velit voluptatum'''	'''(Aliquam) 	 Voluptas quisquam and Rerum officia exercitationem corporis aliquid'''
janice_naylor_4658	87.0	'''In consectetur illo architecto iste; Velit minima facilis enim quaerat 	 Reiciendis quasi ad'''	'''Non fugiat	 Illum quibusdam illo velit Cum veniam optio fugiat est ad'''
dr_morris_6088	61.0	'''Note: A excepturi eaque	 then Non sunt fuga consequuntur'''	'''(Perferendis iure) 	 Impedit odit and Officia natus ad consequatur'''
natasha_davies_4553	33.0	'''Note: Consequuntur atque	 then Culpa'''	'''Note: Id vel culpa ut	 then Consequuntur dolor modi ipsa distinctio'''
sian_taylor_3498	15.0	'''Eveniet voluptates omnis dignissimos	 Magni molestiae culpa Reprehenderit neque a ipsa aliquam at'''	'''Odio labore nisi; Minus praesentium 	 Quia corporis quia quam'''
janice_price_4954	24.0	'''Ab nesciunt neque et provident: Iusto culpa nesciunt	 Nihil ad laboriosam'''	'''Accusamus laboriosam officia	 Impedit possimus corrupti eligendi consequuntur voluptatum Officia exercitationem'''
natalie_roberts_7262	27.0	'''Eum: Sit quis	 Saepe aliquam quis'''	'''Note: Non	 then Fuga animi'''
georgina_brien_7749	93.0	'''Explicabo odit; Cum ab doloremque hic dolores 	 Minus architecto commodi'''	'''Sit possimus fuga sunt quibusdam illum sint: Ullam dolorem	 Velit occaecati'''
kimberley_johnson_3301	69.0	'''Note: Suscipit	 then Fugiat'''	'''Sint; Error 	 Quod tempora iste ex cupiditate'''
mrs_ellis_9544	55.0	'''Officia aliquam quisquam soluta; Repellendus optio 	 Expedita atque nisi quas'''	'''(Debitis cum eveniet occaecati) 	 Libero and At laborum cumque'''
lydia_wood_7741	54.0	'''Magni officiis culpa dolorem: Quod facilis deleniti	 Iste fuga ad'''	'''Note: Ad natus	 then Eius accusamus'''
mr_watts_5806	100.0	'''Doloremque quos voluptates officia: Rem unde fugiat minus	 Fugiat dolores'''	'''Officiis dolore doloribus illo voluptatibus; Veniam harum omnis asperiores 	 Nihil ad vero reiciendis doloremque'''
aimee_gough_0895	60.0	'''(Quaerat consequatur voluptates sint) 	 Quas atque laudantium quod sunt qui and Laborum praesentium culpa'''	'''(Reprehenderit) 	 Suscipit non enim and Commodi voluptas molestiae nam'''
irene_williams_8211	46.0	'''(Inventore iure) 	 Porro libero sed aliquid natus commodi and Odio quae dolores'''	'''Magnam sunt natus sed; Delectus magnam velit 	 Dicta quos beatae'''
miss_palmer_4330	97.0	'''(Praesentium) 	 Ducimus quis dolorem cupiditate cum and Ipsam eum'''	'''Nihil quibusdam aut: Eveniet error numquam	 Corporis facere sed quasi'''
mr_cox_1232	23.0	'''Praesentium; Praesentium numquam dolores id 	 Dolorum voluptates autem iste maxime commodi'''	'''(Iusto earum deleniti tenetur quam) 	 Dolores cupiditate dolorum nulla saepe earum and Doloribus quibusdam quo'''
carolyn_morris_3342	69.0	'''Dolores	 Dolorum repudiandae esse Neque expedita'''	'''(Consectetur vel iste eveniet in) 	 Adipisci sint ducimus and Ea itaque'''
