username;score;price;age;comment
dr_jr_7306;77.0;56.1;88.2;'''Idea; Tell expert face remain scene image ; Country sell meet leader meeting'''
michael_zamora_7654;47.0;88.1;27.2;'''Note: Family occur age method former; then National'''
jacqueline_sandoval_3801;93.0;5.1;33.2;'''Order nearly; Politics appear ; According force later'''
andrew_mccarthy_5511;84.0;28.1;2.2;'''Product artist health: Class brother; Born future bring beat'''
teresa_greene_7047;;8.1;99.2;'''These big; Food stand so End'''
rebecca_brown_0733;42.0;88.1;9.2;'''Man character along; Ball general ready road Then garden'''
cynthia_ward_1842;9.0;31.1;45.2;'''Design fish cup: Involve thank; Likely popular'''
anthony_adams_9670;15.0;51.1;7.2;'''Officer key charge concern: Simple including your; Direction voice'''
pamela_thompson_9006;10.0;30.1;33.2;'''Note: Vote since remain; then Wrong minute line discussion sure'''
jennifer_johns_5162;74.0;84.1;20.2;'''Note: Into it meeting use machine; then Opportunity'''
lisa_garcia_4564;91.0;22.1;36.2;'''(Firm new) ; Send ability upon move and Produce human now'''
kelly_kelly_6525;33.0;78.1;;'''Surface industry: Soon; Might discover article carry speech'''
shawn_glenn_3615;70.0;30.1;81.2;'''Watch put manager: Feel professor sell save; Lawyer maybe picture beyond'''
dawn_reese_2576;80.0;84.1;57.2;'''Reduce: Action scene; First property style'''
douglas_case_4361;61.0;78.1;97.2;'''From; Sell clear ; Position customer without'''
jillian_willis_8943;75.0;2.1;84.2;'''Assume; Beautiful couple lead successful someone most Authority'''
frank_lambert_5876;13.0;26.1;43.2;'''Water total; Poor ; Brother early skin experience culture'''
brian_carlson_6042;45.0;3.1;8.2;'''Four step machine process investment; History where four ; Help according such about pay'''
kenneth_murphy_4631;26.0;76.1;74.2;'''Note: Than world clear may soldier environment; then Prove reduce defense air without'''
john_bridges_1833;7.0;27.1;5.2;'''Short: Call nearly; Author series customer'''
parker_wyatt_3799;29.0;50.1;58.2;'''Note: Very number bank reach south; then Dinner subject here'''
brittany_jacobs_5184;43.0;13.1;58.2;'''Without small bag last: Which; Show simply down if question institution'''
julie_wood_7291;47.0;55.1;60.2;'''Worry offer; Every send music ; Change appear'''
daniel_little_3336;16.0;76.1;55.2;'''Note: Those special; then Her line'''
anthony_good_7851;42.0;64.1;54.2;'''Others store middle; Future affect While address kind something'''
jennifer_melendez_1453;42.0;13.1;32.2;'''Note: Turn moment; then Mission political production authority'''
justin_moore_9472;96.0;68.1;79.2;'''Air single expect husband anyone; Choice probably ; Tend glass indicate everybody learn'''
christy_hill_6479;88.0;4.1;29.2;'''Word pay continue city instead simple; Sure ; Long security program operation race'''
victor_berger_8704;10.0;5.1;22.2;'''Easy consider: Travel himself successful down star; Hope citizen'''
connie_harris_4588;41.0;60.1;36.2;'''(Even) ; Red side parent animal science and Next piece even night best'''
julian_ellis_3736;73.0;81.1;23.2;'''(Develop) ; Sure and Difficult seat big pretty'''
michael_garcia_9386;100.0;22.1;47.2;'''See: Play Mr course itself; Man political reduce list'''
adam_goodman_0411;25.0;;56.2;'''(Accept) ; Support chance identify and He boy begin think'''
grace_dvm_4968;98.0;43.1;25.2;'''Note: Unit partner; then Someone hotel'''
larry_lang_6090;73.0;21.1;97.2;'''(Hot catch suffer half act school floor) ; Fly back arm and Executive conference third force play prepare'''
susan_williams_1753;37.0;76.1;100.2;'''Once lead; Picture rule Seem least book meeting still'''
kayla_black_6046;6.0;61.1;68.2;'''Science; Impact under sport Similar suggest wind'''
richard_hendricks_3145;16.0;40.1;69.2;'''What arrive shake: Ability; Accept teach'''
jeffrey_harris_5637;19.0;37.1;13.2;'''Note: Late worker; then South she early'''
