username;price;rating;summary;remark
rita_carr_6610;41.0;40.1;'''Est in nostrum: Optio hic; Facere''';'''Similique neque harum; Iusto non laborum ; Illo architecto'''
hollie_harris_7579;39.0;33.1;'''(Perspiciatis similique cumque illo impedit) ; Dolorem quas doloremque and Quo enim est sapiente consectetur nam''';'''Consequatur voluptatibus facilis: Similique fuga; Consequuntur possimus quod'''
frank_green_6377;13.0;87.1;'''Adipisci tempore: Cum libero vel nihil voluptate voluptas; Atque tempore facilis''';'''(Autem expedita illo) ; Deserunt laboriosam perspiciatis and Nihil veniam modi rem iure'''
dr_davies_0091;49.0;65.1;'''Hic error: Dicta aperiam eligendi perferendis autem; Unde saepe''';'''Saepe itaque: Non provident explicabo porro; Aliquid'''
kimberley_nelson_1820;47.0;19.1;'''(Reprehenderit repudiandae) ; Eius eius iure aperiam quibusdam and Officia''';'''Note: Expedita numquam impedit impedit; then Maiores sit'''
margaret_baker_5067;43.0;58.1;'''Accusantium perferendis vel fuga; Asperiores ; Quas dolore''';'''Tenetur odit enim; Tempora aut quam porro ; Omnis magni'''
leigh_newton_7366;5.0;81.1;'''(Natus a doloremque) ; Distinctio minus repellat and Dolor''';'''Provident unde sed: Ipsa veritatis quibusdam; Deleniti adipisci consequuntur'''
terry_walker_1589;49.0;38.1;'''Fugiat debitis ipsam sapiente id; Quaerat Ducimus quisquam''';'''Note: Vero; then Eveniet'''
marilyn_clarke_5608;1.0;86.1;'''Incidunt totam numquam dolorum quia; Ullam dolores ; Eum quidem''';'''(Recusandae natus) ; Occaecati corrupti occaecati animi earum in praesentium and Eaque'''
mr_wade_2932;4.0;38.1;'''Consectetur praesentium; Laboriosam nemo quasi odit id culpa ; Accusamus facere quo''';'''Possimus porro provident dolor; Nam neque Officia dolorem'''
ashleigh_ferguson_4006;90.0;48.1;'''Note: Saepe et aliquid; then Incidunt ab''';'''Esse quisquam deleniti cum; Officia voluptas unde facilis ; Unde perspiciatis'''
luke_curtis_3171;38.0;76.1;'''Numquam atque perspiciatis: Blanditiis est quam; Aliquam deserunt''';'''(Voluptatum quas reprehenderit amet animi) ; Corporis iusto and Iste nisi laudantium'''
mr_rice_9133;70.0;65.1;'''Suscipit suscipit nemo: Optio deleniti rerum ut consequatur; Eveniet similique eaque''';'''Praesentium aliquid: Pariatur sit; Placeat blanditiis necessitatibus praesentium'''
mathew_howard_1298;42.0;27.1;'''Ullam neque voluptate; Accusantium debitis sequi ; Consectetur iure voluptatum fuga''';'''Note: Possimus autem velit perferendis eveniet aspernatur; then Tempore quibusdam'''
ms_james_0542;62.0;47.1;'''Vel laudantium; Numquam inventore praesentium dignissimos ; Fuga eius velit nam sint''';'''(Earum itaque earum) ; Illo officiis ratione dignissimos and Nostrum possimus expedita reprehenderit atque impedit'''
wayne_forster_1078;30.0;88.1;'''Aut corrupti molestias aut; Laboriosam illo dolorem excepturi velit rerum adipisci Cupiditate quis quas minima aut''';'''Quis aliquam vitae: Aspernatur distinctio; Itaque nemo'''
sam_simpson_5466;2.0;82.1;'''Ullam eius: Nostrum; Inventore provident quaerat aspernatur''';'''Note: Consequuntur quae ex; then Ratione animi saepe vel perferendis perferendis'''
mr_parker_9476;84.0;86.1;'''(Dolor) ; Voluptate unde quod aut and At maxime ad quisquam''';'''(Impedit ab) ; Expedita itaque and Occaecati aperiam'''
hugh_spencer_2859;92.0;7.1;'''Quaerat fugiat vero: Repellat nostrum inventore consequatur; Dolorum non aliquid voluptas porro ex''';'''Quod laborum laboriosam molestias minus; Minus itaque Doloribus aliquam'''
mr_osborne_7546;94.0;;'''Ipsum voluptatibus: Quo; Inventore delectus necessitatibus illo''';'''Nam; Quisquam ; Atque doloremque'''
dr_brown_4869;60.0;51.1;'''Eius recusandae commodi; Et ad dolorem Ipsum nemo est''';'''Note: Magni a; then Cupiditate'''
amy_collins_6167;16.0;14.1;'''Note: Maiores neque; then Magnam aperiam''';'''Libero eum; Nihil at aliquid ipsum autem ducimus Saepe deserunt error'''
dylan_mason_6777;45.0;23.1;'''(Porro) ; Non hic and Commodi accusamus maiores tempora soluta''';'''Harum quod; Nesciunt sunt ullam cumque temporibus Quia ipsam vel'''
francesca_adams_4355;60.0;16.1;'''Note: Cupiditate hic culpa; then Explicabo delectus totam magni''';'''Note: Sapiente; then Temporibus'''
michelle_cooper_1191;25.0;99.1;'''Id quasi; Impedit fugiat ; Fugit minima''';'''Note: Facilis sint ducimus magnam itaque; then Repellendus aperiam pariatur possimus'''
vincent_moss_7543;38.0;88.1;'''Note: Deserunt totam; then Error veniam repellat asperiores''';'''Atque tempora necessitatibus; Eos sunt facilis veniam architecto dicta ; At nobis voluptates vitae'''
jemma_law_0460;90.0;13.1;'''Mollitia nostrum: Blanditiis ex; Qui hic''';'''(Distinctio praesentium quos) ; Explicabo and Iure ex doloremque cupiditate'''
helen_allen_7503;49.0;83.1;'''Repudiandae suscipit rem odio: Ea quod porro provident; Mollitia ipsum''';'''Asperiores amet a maxime veniam; Omnis Officiis officiis autem'''
mr_kaur_8950;92.0;29.1;'''(Consequuntur praesentium) ; Consectetur and Debitis''';'''Perferendis mollitia vitae; Dolore optio doloremque laborum perferendis voluptas Est neque doloremque ipsa'''
sheila_sims_3544;36.0;89.1;'''Note: Accusantium commodi; then Unde libero''';'''Note: Labore unde; then Blanditiis numquam'''
philip_cook_7260;79.0;42.1;'''Dolore a amet error; Similique earum laudantium perspiciatis veniam Aliquid corporis iusto''';'''Fugit unde; Ullam quaerat dolorum ; Optio aspernatur totam iusto'''
mark_austin_1883;13.0;36.1;'''(Soluta exercitationem amet) ; Reprehenderit in necessitatibus and Velit impedit''';'''(Impedit) ; Soluta labore maxime and Amet aperiam'''
robert_carter_3433;;49.1;'''Velit commodi placeat quis eveniet veritatis; Tempore corporis itaque quae ; Nemo magni incidunt''';'''(Odit) ; Id porro and Neque modi corrupti error'''
ms_evans_2115;53.0;75.1;'''Alias eius nostrum reprehenderit numquam; Error distinctio ex Quae esse quisquam''';'''Note: Dolorem minus; then Sint quasi sit hic'''
glenn_stone_6502;3.0;33.1;'''Quibusdam culpa vitae sint optio: Earum libero distinctio vitae deleniti eum; Nobis veniam tempore''';'''Modi provident possimus adipisci dolore; Quo officiis Cupiditate necessitatibus fugit'''
sean_johnson_2742;69.0;82.1;'''Eius animi velit repellat; Eius amet Consectetur id''';'''Voluptatibus ad laboriosam vitae esse; Dolor ; Magni inventore'''
jodie_williams_3091;56.0;24.1;'''Possimus vero minima quas nam; Quos debitis blanditiis ducimus Beatae repudiandae dicta doloribus perspiciatis reprehenderit''';'''Magnam fugiat: Totam cupiditate quidem explicabo; Accusamus labore'''
jayne_scott_2139;55.0;56.1;'''Note: Dolorem odio maxime architecto vitae porro; then Possimus sit facilis''';'''Soluta tempore: Minus consequuntur dicta; Vitae quidem'''
luke_hughes_0053;17.0;42.1;'''Ea fuga iste vel explicabo; Tempore consequuntur cupiditate vitae ; Commodi odio aspernatur aliquam''';'''Note: Quae ratione quisquam; then Voluptatibus'''
sara_little_6105;98.0;42.1;'''Note: Totam quos atque; then Laboriosam ad doloremque''';'''Ipsum: Nesciunt cupiditate dolorem delectus; Deleniti neque sunt alias tempore'''
miss_wood_8259;87.0;78.1;'''(Cumque) ; Tenetur aut and Iure sit quam cumque molestiae quis''';'''Qui laborum: Impedit; Quaerat occaecati'''
josephine_dale_9589;55.0;48.1;'''Quae nobis; Necessitatibus provident maxime Ad provident laborum eum''';'''Nam nostrum; Delectus optio Id'''
ms_woodward_4702;18.0;28.1;'''Note: Voluptatibus ipsa minima cum aspernatur; then Quis soluta autem voluptatum''';'''Laudantium placeat aperiam; Necessitatibus minus magnam ; Alias asperiores'''
