username	age	total_count	summary	description
harry_young_0776	77.0	72.1	'''Consequuntur; Eligendi 	 Quidem velit adipisci officiis'''	'''Expedita ut; Eius 	 At optio id'''
mr_jones_2214	80.0	39.1	'''Sunt expedita error	 Molestiae Doloremque eveniet omnis'''	'''Illum fuga: Ex quisquam error incidunt	 Dignissimos illum'''
alice_flynn_9750	40.0	96.1	'''Impedit non	 Voluptatibus eius officia Architecto consequatur iusto nemo'''	'''Note: Officiis dolore velit maiores	 then Voluptas'''
teresa_johnson_9532	55.0	11.1	'''Note: Non	 then Ipsum'''	'''Suscipit eius	 Eius Nobis'''
annette_savage_2630	67.0		'''Nesciunt sapiente odit voluptatem impedit: Autem quos	 Nobis facere accusantium'''	'''Quidem repellat quae commodi ad ab; Nesciunt adipisci consequatur repudiandae dolor 	 Doloribus ea'''
elizabeth_sinclair_6747	69.0	45.1	'''Eius: Ducimus tenetur vero	 Culpa impedit omnis culpa voluptates fugiat'''	'''Note: Asperiores cupiditate	 then Reprehenderit quidem'''
mr_holmes_1914	50.0	1.1	'''Note: Non deleniti	 then Nulla maxime nostrum eligendi ipsum quod'''	'''Laudantium delectus	 Vero nisi non voluptatum officiis Laborum nesciunt quis'''
howard_robinson_9510	84.0	83.1	'''Note: Reiciendis	 then Debitis repellat nam at'''	'''(Nisi dolorum laudantium veritatis) 	 Impedit and Vel nisi'''
miss_evans_3532	88.0	77.1	'''Note: Sint ullam dolorum	 then A'''	'''Error ullam; Nam 	 In ullam'''
philip_bray_1839	93.0	92.1	'''Laboriosam ut	 Nostrum maxime expedita sit incidunt harum Aperiam voluptatum repellendus asperiores iste'''	'''In hic; Rem dolorem eos accusamus veniam voluptatibus 	 Vel iure quas'''
gavin_storey_0638	42.0	42.1	'''(Nam odio vero placeat eveniet optio) 	 Officia fugiat cum laboriosam ab and Tenetur error'''	'''(Tenetur ex incidunt) 	 Repellendus quibusdam delectus and Incidunt enim fugiat'''
gerard_kaur_0157	49.0	40.1	'''Enim molestias vitae; Itaque nesciunt occaecati odit 	 Cumque in unde quos sed'''	'''Ea asperiores voluptas dolorum blanditiis maiores: Exercitationem ad	 Id voluptates voluptates fuga ipsum'''
lee_watkins_5137	49.0	72.1	'''Minus modi omnis quidem	 Distinctio neque Totam iure'''	'''Doloribus ipsum illum: Modi iusto eos optio quaerat soluta	 Possimus perferendis molestiae'''
amelia_jones_3225	30.0	45.1	'''Eos vel quidem et: Tempore repudiandae distinctio assumenda	 Eos libero itaque'''	'''Excepturi incidunt saepe debitis: Ex reprehenderit occaecati facilis	 Officiis'''
