name	username	total_count	rating	review	remark
Samantha Ward	samantha_ward_9750	57.0	82.1	'''(Modi officia quisquam) 	 Facere and In deleniti dolor voluptas'''	'''Note: Perferendis perferendis doloremque commodi	 then Quasi'''
Mr Robert Burke	mr_burke_2126	88.0	99.1	'''(Quas consequuntur) 	 Quod blanditiis vitae quia exercitationem and Ex distinctio'''	'''Omnis unde natus; Mollitia 	 Vero ut nihil veritatis accusantium'''
Jeremy Roberts	jeremy_roberts_4019	13.0	46.1	'''Nesciunt architecto; Eaque 	 Animi'''	'''Laudantium; Eaque nostrum quos autem voluptates saepe 	 In delectus'''
Dr Jade Moss	dr_moss_8197	18.0	24.1	'''(Culpa) 	 Eaque ratione and Ducimus quas'''	'''(Tenetur cupiditate) 	 Et and Dicta'''
Bryan Turner	bryan_turner_1412	16.0	20.1	'''Magni minus corporis; Nulla consectetur 	 Explicabo voluptatum perspiciatis soluta'''	'''Cupiditate magnam: Modi	 Sint blanditiis voluptatibus non'''
Sian Sims	sian_sims_8105	86.0	17.1	'''Debitis: Fugit occaecati perferendis nemo	 Rerum corporis quis nulla'''	'''Alias modi debitis: Inventore corrupti	 Quasi illum mollitia repellendus'''
Mrs Carol Walker	mrs_walker_0239		23.1	'''Nostrum necessitatibus praesentium: Veniam nam dolores	 Explicabo laborum fugit rerum quia'''	'''Enim deleniti officiis voluptas illo: Voluptas ullam autem eum	 Animi dolores fugit praesentium'''
Miss Abigail Carpenter	miss_carpenter_5530	15.0	7.1	'''Et quod autem: Corporis	 Consequuntur fugiat'''	'''Note: Velit consequatur velit laborum non quae	 then Sunt voluptatem laudantium'''
Dr Elliott Wright	dr_wright_4500	45.0	76.1	'''Esse earum quaerat	 Hic dicta deserunt Provident adipisci dignissimos molestias quis'''	'''Nisi placeat ex iste iusto alias	 Deserunt soluta magnam Rem voluptates'''
Leon Anderson-Smith	leon_smith_9955	80.0	31.1	'''Error tenetur magnam illo	 Sequi dicta aut corporis veniam libero Ad est unde'''	'''Porro veniam nam aperiam earum; Ea 	 Voluptatibus eveniet commodi saepe'''
Joshua Warren	joshua_warren_5327	79.0	15.1	'''Est repudiandae: Dicta dolorem	 Ratione odit mollitia'''	'''Note: Inventore sequi qui	 then Laudantium quaerat quasi voluptatibus quas est'''
Caroline Walker	caroline_walker_1002	96.0	69.1	'''Hic necessitatibus; Temporibus asperiores ducimus dolorum 	 Sint unde numquam consequuntur'''	'''Cupiditate totam; Pariatur numquam 	 Quasi reprehenderit dolor fugit'''
Marion Frost-Fletcher	marion_fletcher_8942	39.0	94.1	'''Note: Sint nisi maxime	 then Voluptatem corporis'''	'''Soluta ad cum: Nesciunt ab blanditiis delectus explicabo	 Vitae beatae'''
